"Table 4 - Full list of first forenames given, Scotland, 2009",,,,
,,,,
Boys names,Number of babies,,Girls names,Number of babies
REES,2,,LIBBY-ROSE,1
REESE,3,,LICIA,1
REEVE,3,,LIDIA,1
REGAN,8,,LIDYA,2
REGHAN,1,,LIESL,1
REGINALD,1,,LIJA,1
REHAAN,2,,LILA,5
REHAN,2,,LILAH,1
REHMAN,2,,LILI,6
REHOBOTH,1,,LILIA,4
REID,1,,LILIAN,1
REIGAN,1,,LILIANA,4
REIHAN,1,,LILIANNA,1
REILEY,1,,LILIANNE,1
REILLY,6,,LILIDH,1
REISS,7,,LILJANNA,1
REMI,1,,LILLI,6
REMO,1,,LILLIA,1
REMY,2,,LILLIAN,7
REN,2,,LILLIANNA,1
RENNIE,1,,LILLIE,6
REO,2,,LILLIET,1
REON,1,,LILLY,47
REUBAN,1,,LILLY-ELLA,1
REUBEN,39,,LILLY-GRACE,1
REX,1,,LILLY-JEAN,1
REYANSH,1,,LILLY-LOUISE,1
REYSS,1,,LILLY-MAE,1
RHAURI,1,,LILLY-MAY,2
RHEGAN,1,,LILY,261
RHEUBEN,1,,LILY-ANN,1
RHIAN,3,,LILY-ELLA,1
RHUAIRDH,1,,LILY-ELLE,1
RHUARI,1,,LILY-JESSICA,1
RHUARIDH,3,,LILY-KATE,1
RHUNE,1,,LILY-MAE,1
RHURAIDH,2,,LILY-MAY,5
RHURI,3,,LILY-ROSE,7
RHYDIAN,1,,LILY-SOPHIA,1
RHYLAN,3,,LILY-SUE,1
RHYLEE,1,,LILYANA,2
RHYLEY,2,,LILYANNA,1
RHYLIE,1,,LINA,2
RHYS,174,,LINDA,4
RHYS-ALEXANDER,1,,LINDSAY,2
RHYS-JAMES,1,,LINDSAY-ANN,1
RIAN,8,,LINDSEY,1
RICCARDO,1,,LINSAY,1
RICHARD,14,,LINZI,3
RICHARDS,1,,LIRAEL,1
RICHIE,4,,LISA,18
RICKY,3,,LISA-MARIE,1
RICO,2,,LISAMARIE,2
RIDWAN,1,,LIV,2
RIELLY,1,,LIVI,1
RILEIGH,1,,LIVIA,3
RILEY,109,,LIVVY,2
RINGAUDAS,1,,LIY-LIY,1
RINGO,1,,LIYA,1
RIO,23,,LIYANA,2
RIO-CRUZ,1,,LIYANAGE,1
RIORDAIN,1,,LIZA-MARIE,1
RIORDAN,1,,LIZZIE,1
RISHAN,1,,LOGANN,1
RISHI,1,,LOIS,29
RITCHIE,1,,LOJAIN,1
RIVER,2,,LOLA,46
RIZWAN,2,,LOLA'ROSE,1
ROAAF,1,,LOLLIE,1
ROAN,6,,LONDON,1
ROARY,1,,LONI,1
ROB,1,,LORCA,1
ROBAIDH,1,,LOREENA,1
ROBB,1,,LORELAI,2
ROBBI,1,,LORELEI,1
ROBBIE,91,,LOREN,1
ROBBIE-JAMES,1,,LORI,14
ROBBY,1,,LORIN,2
ROBERT,127,,LORNA,4
ROBERTO,1,,LORRIANN,1
ROBERTS,1,,LOTTA,1
ROBIN,9,,LOTTIE,4
ROBSON,2,,LOTTY,1
ROBY,1,,LOUISA,22
ROCCO,16,,LOUISE,46
ROCH,1,,LOUISEANN,1
ROCKY,1,,LOUIZA,1
RODDY,10,,LOULA,1
RODERICK,6,,LOWRI,1
RODI,1,,LUANA,2
RODY,1,,LUCA,1
ROE,1,,LUCAH,1
ROGAN,2,,LUCEA,1
ROHAN,14,,LUCI,2
ROKAS,1,,LUCIA,28
ROMACH,1,,LUCIA-NOELIA,1
ROMAN,12,,LUCIANA,1
ROMANN,1,,LUCIE,50
ROMAREO,1,,LUCIE-JO,1
ROME,1,,LUCIE-LUISE,1
ROMEO,1,,LUCIENNE,2
RONALD,4,,LUCILLE,1
RONAN,14,,LUCINDA,4
RONEY,1,,LUCY,406
RONIN,2,,LUCY-ANNE,1
RONNEY,1,,LUCY-JO,1
RONNIE,8,,LUCY-JORDAN,1
ROOHAN,1,,LUCY-LEE,1
ROREY,1,,LUCY-MAE,1
RORY,160,,LUCY-MAI,1
ROSHAN,1,,LUCYANA,1
ROSS,165,,LUELLA,1
ROUBEN,1,,LUISA,6
ROUX,1,,LUIZA,1
ROWAN,20,,LULA,1
ROY,2,,LULU,2
RUADHRI,1,,LULWAH,1
RUAIDHRI,3,,LUNA,2
RUAIRAIDH,1,,LUNDY,1
RUAIRI,13,,LUO,1
RUAIRIDH,32,,LUPITA,1
RUARAIDH,14,,LYDIA,11
RUARI,10,,LYKEISHA,1
RUARIDH,43,,LYLA,20
RUARIE,1,,LYLE,1
RUARY,2,,LYLIA-EVE,1
RUBEN,17,,LYNDIN,1
RUBIN,1,,LYNDSAY,1
RUDI,13,,LYNN,1
RUDIE,2,,LYNSEY,3
RUDY,7,,LYNZI,1
RUEBEN,3,,LYONNIE,1
RUI,3,,LYRA,5
RUIRAIDH,1,,MAAHNOOR,1
RUNE,1,,MAAME,1
RUOHAI,1,,MABEL,2
RURI,1,,MACAELLA,1
RUSS,1,,MACEY,18
RUSSELL,7,,MACI,7
RUSTAM,1,,MACI-SUE,1
RUTHVEN,1,,MACIE,6
RUUDI,1,,MACKENNA,1
RUVEN,1,,MACKENZIE,10
RYAHN,1,,MACKENZII,1
RYAN,355,,MACY,27
RYANN,1,,MACY-GRACE,1
RYDEN,1,,MACY-JO,1
RYE,1,,MADALEINE,2
RYLAEY,1,,MADDI,1
RYLAN,3,,MADDIE,2
RYLEE,5,,MADDISON,43
RYLEY,10,,MADDISYN,1
RYLIE,5,,MADDY,1
SAADIQ,1,,MADELEINE,15
SAALIH,1,,MADELINE,11
SAAMI,2,,MADELYN,1
SABEH,1,,MADISON,101
SABERY,1,,MADISON-KATE,1
SABOOR,1,,MADISON-LEIGH,1
SACHIN,2,,MADISSON,1
SACHJEEVAN,1,,MADISYN,2
SACSON,1,,MADLEINE,1
SADEER,1,,MADYSON,1
SAFEE-ULLAH,1,,MADYSON-ANNE,1
SAFYAN,1,,MADYSYN,1
SAGNIK,1,,MAE,5
SAHAJ,1,,MAELLA,1
SAHAN,1,,MAELYS,1
SAHEL,1,,MAEVA,1
SAHIL,1,,MAEVE,10
SAI,1,,MAGDA,1
SAIF,4,,MAGDALENA,4
SAIF-ULLAH,1,,MAGGIE,11
SAIFAN,1,,MAH,1
SAIFUDEEN,1,,MAHA,3
SAIM,1,,MAHAM,2
SAIMANAS,1,,MAHATHI,1
SAIMONS,1,,MAHATHY,1
SAJID,1,,MAHE,1
SAJJAD,1,,MAHEEN,3
SALAAR,1,,MAHI,2
SALIMSHAABAN,1,,MAHIN,1
SALMAN,1,,MAHNOOR,1
SAM,141,,MAHRI,1
SAMAN,1,,MAIA,27
SAMARTH,1,,MAICEY,1
SAMBA,1,,MAICY,1
SAMEER,1,,MAILI,1
SAMI,4,,MAIMOUNA,1
SAMIR,1,,MAIMUNA,1
SAMIRAS,1,,MAINA,1
SAMMY,2,,MAIRA,2
SAMRIDH,1,,MAIREAD,3
SAMSON,1,,MAIRI,13
SAMUAL,1,,MAIRIN,3
SAMUEL,170,,MAISA,1
SAMUEL-ALEXANDER,1,,MAISEY,2
SAMUELE,1,,MAISI,1
SAMY,2,,MAISIE,84
SANAAN,1,,MAISIE-JANE,1
SANDY,11,,MAISOON,1
SANJOT,1,,MAISSIE,1
SANTIAGO,2,,MAISY,10
SARUNAS,1,,MAIYA,3
SASHENDRA,1,,MAIYAH,1
SATHYANARAYANAN,1,,MAIZIE,1
SAUL,14,,MAIZY,1
SAWLIH,1,,MAJA,45
SAWYER,2,,MAJKA,2
SCOT,1,,MAKADI,1
SCOTT,149,,MAKAILA,1
SEAMUS,4,,MAKALE,1
SEAN,114,,MAKARAMA,1
SEAN-MICHAEL,1,,MAKAYLA,3
SEAN-MITCHELL,1,,MAKOMBORERO,1
SEANCOLE,1,,MALAIKA,2
SEANN,1,,MALAIKAH,1
SEBASTIAAN,1,,MALAK,3
SEBASTIAN,28,,MALAKIA,1
SEBASTIEN,2,,MALAVIKA,1
SEELEY,1,,MALAYA,1
SEF,1,,MALEEHA,1
SEMISI,1,,MALEIA,1
SEONAIDH,3,,MALEY,1
SEORAS,2,,MALGORZATA,1
SERAFIN,1,,MALI,1
SETH,18,,MALIA,1
SEUMAS,2,,MALIHA,1
SEWERYN,1,,MALIHAH,1
SEYIDO,1,,MALIKA,3
SHABAHAT,1,,MALIN,2
SHAE,1,,MALINA,1
SHAFAAN,1,,MALISSA,1
SHAHIN,1,,MALK,1
SHAHMEER,1,,MALLIE,1
SHAHMIR,1,,MALLY,1
SHAHO,1,,MALVINA,1
SHAHZAIB,2,,MALWINA,1
SHAHZEB,2,,MALYSHA,1
SHAI,1,,MAN,1
SHAKIR,1,,MANAAL,1
SHAKUR,1,,MANAHIAL,1
SHAN,1,,MANDA,1
SHANE,15,,MANDY,1
SHANGFEI,1,,MANHA,2
SHANJAI,1,,MANROOP,1
SHARIF,1,,MAOMINA,1
SHASHANK,1,,MARA,6
SHAUN,48,,MARCAIL,1
SHAUN-DYLAN,1,,MARCELINA,2
SHAW,2,,MARCELLA,1
SHAWN,2,,MARCIA,1
SHAY,40,,MARCIE,3
SHAYAAN,5,,MARCY,2
SHAYAN,3,,MAREE,2
SHAYNA,1,,MARESIA,1
SHAYNE,4,,MARGARET,7
SHEA,4,,MARGARETA,1
SHEIKH,1,,MARGHERITA,1
SHELTON,1,,MARI,1
SHERIFFDEEN,1,,MARIA,50
SHERWIN,1,,MARIA-CLAIRE,1
SHIGERU,1,,MARIA-KERRY,1
SHIJIE,1,,MARIA-LOUISE,1
SHILOH,2,,MARIAH,3
SHIMON,1,,MARIAM,5
SHIVEN,1,,MARIANNE,3
SHIVRAJ,1,,MARIANNE-ROSE,1
SHKAR,1,,MARICLARE,1
SHLOKE,1,,MARIE,6
SHOTA,1,,MARIE-CLAIRE,1
SHRAVAN,1,,MARIE-LOUISE,1
SHREYAS,1,,MARIEKE,1
SHUNJI,1,,MARIELLA,3
SHUNSUKE,1,,MARIESSA,1
SHURAHBEEL,1,,MARIETTE,1
SI,1,,MARIKA,2
SIGURD,1,,MARINA,5
SIKAI,1,,MARION,1
SIKANDER,1,,MARISA,5
SILAS,1,,MARISKA,1
SIMAO,1,,MARISSA,10
SIMON,16,,MARISSA-LEIGH,1
SIMONAS,1,,MARITA,1
SION,2,,MARIYA,2
SIRAJEDDINE,1,,MARIYAH,2
SIRELI,1,,MARIYAM,1
SIYABULELA,1,,MARJOLEIN,1
SKANDER,1,,MARLAY,1
SKENE,1,,MARLEIGH,1
SKYLAR,1,,MARLEY,16
SKYLER,1,,MARLIE,3
SMITHY,1,,MARLY,2
SOHAIB,1,,MARNI,1
SOHRAB,1,,MARNIE,5
SOL,14,,MARTA,6
SOLAMH,1,,MARTEL,1
SOLOMAN,1,,MARTHA,38
SOLOMON,4,,MARTHA-ANN,1
SOMHAIRLE,2,,MARTINA,1
SONAI,1,,MARTINE,1
SONNI,1,,MARTYNA,9
SONNY,38,,MARWA,2
SOORAJ,1,,MARWAH,1
SOREN,2,,MARY,11
SOREN-HUDSON,1,,MARY-ELLEN,1
SORLEY,1,,MARY-KATE,1
SORREN,1,,MARY-RITA,1
SOTA,1,,MARYAM,10
SOUL,1,,MARYANN,1
SPENCE,1,,MARYANNE,2
SPENCER,12,,MARYLEE,1
STAN,1,,MASEN,1
STANISLAS,1,,MASTI,1
STANISLAW,4,,MATAYA,1
STANLEY,7,,MATEEA,1
STEF,1,,MATHILDA,1
STEFAN,1,,MATHILDE,4
STEFFAN,1,,MATILDA,24
STENE,1,,MATILDE,2
STEPHAN,1,,MAURA,3
STEPHEN,57,,MAXI,1
STEVE,3,,MAXINE,1
STEVEN,55,,MAY,7
STEWART,21,,MAY-BELLE,1
STILIAN,1,,MAYA,72
STILIYAN,1,,MAYAH,1
STROAN,1,,MAYDEN,1
STRUAN,51,,MAYMUNA,1
STUART,39,,MAYMUNAH,1
SUBAAN,1,,MAYSOON,1
SUBHAAN,2,,MAZIA,1
SUBHAN,6,,MAZIE,2
SUHAIL,1,,MAZZY,1
SUHAS,1,,MCKAYLA,2
SUJAN,1,,MCKENNA,2
SULAIMAN,1,,MCKENZI,1
SULAYMAN,3,,MCKENZIE,10
SULEMAN,3,,MEA,1
SULLIVAN,2,,MEADOW,6
SUNAN,1,,MEAGAN,2
SUNIA,1,,MEAGHAN,1
SUNNIE,2,,MEAH,1
SUNNY,4,,MECHELE,1
SUPREME,1,,MEEA,1
SURUDHISHAGGARA,1,,MEENA,1
SWEETIE,1,,MEENAKSHI,1
SYDNEY,1,,MEEYAH,1
SYE,1,,MEG,1
SYED,9,,MEGAN,208
SYLVAN,1,,MEGGAN,1
SYLVESTER,1,,MEGHA,1
SYLWESTER,1,,MEGHAN,14
SZON,1,,MEGHANN,1
SZYMON,10,,MEHER,1
T,1,,MEHERUNISA,1
T-JAY,2,,MEHREEN,2
TADHG,1,,MEI,1
TAESAN,1,,MELANIE,7
TAHA,1,,MELANIE-JANE,1
TAHER,1,,MELEK,3
TAHIR,1,,MELINA,2
TAIO,2,,MELISA,4
TAIT,1,,MELISSA,60
TAIWO,1,,MELLISA,1
TAJUS,1,,MELODIE,1
TALHA,3,,MELODY,7
TALOR,1,,MELYSSA,1
TALVIN,1,,MEMPHIS,1
TAM,1,,MENA,1
TAMAS,1,,MENG,1
TANEEM,1,,MENGJIE,1
TANMAY,1,,MERAL,1
TANZIL,1,,MERCEDES,2
TARAN,2,,MERCY,3
TARAYN,1,,MEREDITH,4
TARKAN,1,,MEREECIA,1
TARUN,1,,MERLA,1
TARUNJOT,1,,MERLE,1
TATE,1,,MERRAN,1
TATSUKICHI,1,,MERRIN,1
TAVIS,1,,MERRYN,2
TAVISH,1,,MERYEM,1
TAY,1,,MERYN,1
TAYEF,1,,MESHAH,1
TAYEL,1,,MEYA,1
TAYLAN,2,,MHAIRI,16
TAYLAR,1,,MHARI,1
TAYLER,1,,MHARI-CLARE,1
TAYLOR,69,,MHIA,1
TAYLOR-JAMES,2,,MHIRAN,1
TAYLOR-JOHN,2,,MHIRREN,3
TAYM-ALLAH,1,,MHORA,1
TAYO,1,,MHURRIN,1
TAYYAB,2,,MIA,220
TAYYEB,1,,MIA-LILLY,1
TAYYIB,1,,MIA-LOUISE,1
TCHARLIE,1,,MIA-LYN,1
TEAGAN,3,,MIAH,6
TED,1,,MIAH-LYNN,1
TEDDY,2,,MICAELA,1
TEEGAN,1,,MICHA,1
TEEJAY,5,,MICHAELA,11
TEGHNA,1,,MICHAELLA,1
TEIGAN,1,,MICHALINA,3
TEILO,1,,MICHEALA,1
TEJAS,1,,MICHELLE,16
TEJVEER,1,,MIJIN,1
TEKOA,1,,MIKA,2
TELFORD,1,,MIKAELA,1
TEMILOLUWA,1,,MIKAYLA,1
TEMITAYO,1,,MIKENNA,1
TEO,2,,MIKENZIE,1
TERENCE,1,,MILA,5
TERRENCE,1,,MILAH,1
TERRY,5,,MILANA,2
TEVIN,1,,MILAYNAH,1
TEVITA,1,,MILEENA,1
THABO,1,,MILENA,6
THADDEUS,1,,MILEY,50
THAI,1,,MILEY-JAI,1
THAILER,2,,MILISSA,1
THATO,1,,MILLA,4
THEO,39,,MILLEN,1
THEODOR,1,,MILLI,5
THEODORE,8,,MILLICENT,5
THEOFILOS,1,,MILLIE,210
THEOPHILUS,1,,MILLIE-ANNE,1
THIAGO,1,,MILLIE-B,1
THIEMO,1,,MILLIE-JANE,1
THOM,2,,MILLIE-KATE,1
THOMAS,266,,MILLIE-LOUISE,1
THOMAS-JACK,1,,MILLISAN,1
THOMAS-JAMES,2,,MILLY,34
THOMAS-JORDAN,1,,MILLY-LOUISE,1
THOMAS-JUNIOR,1,,MIMI,3
THOMAS-LEE,1,,MINERVA,1
THOR,1,,MINNA,1
THORFINN,5,,MINNIE,2
THORSSON,1,,MIO,1
TIAGO,1,,MIRA,2
TIAN,1,,MIRAN,1
TIBERIUS,1,,MIRANDA,1
TILMAN,1,,MIREN,4
TIM,3,,MIRIAM,8
TIMON,1,,MIRIN,8
TIMOTHY,3,,MIRRA,1
TIMUR,1,,MIRRAN,3
TINASHE,2,,MIRRE,1
TINEYI,1,,MIRREN,44
TINO,1,,MIRRIN,12
TIORAM,1,,MIRRYN,3
TITAS,1,,MISCHA,3
TITUS,1,,MISCHA-LOUISE,1
TJ,1,,MISHA,3
TJAY,1,,MISHAL,1
TOBECHUKWU,1,,MISIA,1
TOBENNA,1,,MISSY,4
TOBEY,1,,MISTY,1
TOBIAS,5,,MITHRA,1
TOBY,34,,MITZI,1
TOCHI,1,,MIU,1
TOCHUKWU,1,,MIYA,11
TODD,4,,MIYA-LEIGH,1
TOIVO,1,,MIYAH,2
TOLA,1,,MOJISOLA,1
TOLUWALASE,1,,MOLLI,1
TOM,27,,MOLLI-ROSE,1
TOMAS,9,,MOLLIE,33
TOMASZ,6,,MOLLIE-ANNE,1
TOMI,1,,MOLLIE-ROSE,1
TOMMY,8,,MOLLY,135
TOMMY-JAMES,1,,MOLLY-JANE,1
TOMO,1,,MOLLY-LEA,1
TONY,6,,MOLLY-ROSE,1
TOOCHI,1,,MONICA,6
TOR,2,,MONIKA,1
TOREN,1,,MONIQUE,1
TORIN,6,,MOONZARIN,1
TORRAN,1,,MOQADIS,1
TORRIN,2,,MORA,1
TORU,1,,MORAYO,1
TORY,1,,MORGAN,90
TRAVIS,13,,MORGAN-HOPE,1
TRENT,2,,MORGANE,2
TRESOR,1,,MORGANNA,1
TREVOR,2,,MORNA,1
TRISTAN,23,,MORVEN,22
TRISTEN,2,,MORVEN-HALLE,1
TRISTIAN,2,,MORYN,2
TROY,6,,MOULKA,1
TURKI,1,,MOUNA,1
TY,6,,MOYA,3
TYLER,165,,MOYOSOREOLUWA,1
TYLER-JAMES,1,,MUFAROWASHE,1
TYLER-JAY,1,,MUKADDES,1
TYLER-LEE,2,,MULAIKA,1
TYLOR,2,,MUNA,1
TYMON,2,,MUNEERA,1
TYMOTEUSZ,3,,MUQADAAS,1
TYREE,1,,MURINA,1
TYRESE,2,,MURRAN,2
TYRO,1,,MURREN,5
TYRONE,3,,MURRIN,7
TZE,1,,MURRON,14
UBAID,1,,MURRYN,3
UCHECHUKWU,1,,MURWAH,1
UDOCHUKWU,1,,MUSFIRAH,1
UGNIUS,1,,MUSKAAN,1
UISDEAN,1,,MWAPE,1
UMAIR,1,,MYA,88
UMAR,2,,MYA-ROSE,1
UMER,1,,MYAH,6
UMUT,1,,MYAH-ROSE,1
UNASHE,1,,MYESHA,1
UNODIWANASHE,1,,MYHA,1
USHER,1,,MYHRREN,1
USMAN,3,,MYLA,9
UTSAV,1,,MYLAH,2
UZAIR,1,,MYLEA,1
UZAYR-MUHAMMED,1,,MYLEE,4
UZMAN,1,,MYLEENE,2
VAKARIS,1,,MYLEIGH,2
VALENTINO,3,,MYLEY,7
VALTER,1,,MYLHANA,1
VAN,1,,MYLIE,12
VEDANT,1,,MYNIESKYE,1
VERRALL,1,,MYRN,1
VIBHAV,1,,MYRNA,2
VICTOR,10,,MYRTLE,1
VICTORY,1,,NAA,1
VIDATH,1,,NABEEHA,1
VIGHNESH,1,,NABIHA,1
VIKTOR,1,,NADA,3
VINCE,1,,NADENE,1
VINCENT,15,,NADEZHDA,1
VINCENZO,2,,NADIA,15
VINNIE,2,,NADILA,1
VIRAN,1,,NADINE,4
VIREN,1,,NADJA,1
VIRESH,1,,NAGIA,1
VIRINAO,1,,NAHLA,1
VISHWAK,1,,NAIOMI,2
VIVEK,2,,NAIYA,1
VLADUT,1,,NAJMAH,1
WADOOD'LLAH,1,,NAKAI,1
WALKER,1,,NAKISHA,1
WALTER,3,,NALARDY,1
WARO,1,,NAMIRA,1
WARREN,15,,NANA,1
WARRICK,2,,NANCI,1
WARSAMA,1,,NANCY,3
WASSAY,1,,NANLOP,1
WAYNE,3,,NAOISE,1
WEI,2,,NAOMH,1
WEN,1,,NAOMI,38
WENBING,1,,NAOMI-JANE,1
WENJUN,1,,NARA,1
WESLEY,2,,NARJESS,1
WIKTOR,17,,NATALIA,22
WIL,1,,NATALIE,35
WILFRED,1,,NATALIYA,2
WILL,10,,NATASHA,36
WILLIAM,201,,NATASHA-LEIGH,1
WILLIS,1,,NATASZA,1
WILLOW,1,,NATHANIA,1
WILMER,1,,NAVJOT,1
WILSON,2,,NAZ,2
WINSTON,2,,NAZLI,1
WISDOM,1,,NEAH,1
WOJCIECH,3,,NEAVA,1
WONDERFUL,1,,NEAVE,9
WOODROW,1,,NEDA,1
WOODY,4,,NEERA,1
WYATT,1,,NEHA,2
XANDAR,1,,NEIVE,17
XANDER,20,,NELA,1
XAVIAN,1,,NELL,3
XAVIAR,1,,NEMI,1
XAVIER,10,,NETHUKI,1
XAVIOR,1,,NEVA,2
XENO,1,,NEVAEH,6
XI,1,,NEVE,56
XIAOKAI,1,,NEVEAH,1
YACINE,1,,NEVIAH,1
YADAV,1,,NEWLYN,1
YAHIA,1,,NGADI,1
YAIR,1,,NIA,6
YAMIKANI,1,,NIAH,4
YAMIN,1,,NIAMDH,1
YANBO,1,,NIAMH,191
YANIS,3,,NICHAELA,1
YANNICK,1,,NICHOLA,1
YAQUB,1,,NICKOLA,1
YASEEN,4,,NICO,2
YASER,1,,NICOLA,29
YASHER,1,,NICOLE,90
YASIM,1,,NICOLETTE,1
YASIN,1,,NICOLLA,1
YASSAR,1,,NICOLLE,1
YASSIN,1,,NIEVE,34
YEONG,1,,NIKA,2
YI,1,,NIKITA,4
YICHEN,1,,NIKITHASRI,1
YIMING,1,,NIKKITA,2
YING,1,,NIKOAL,1
YIWEI,1,,NIKOLA,13
YOEL,2,,NIKOLAYA,1
YOHANE,1,,NIKY,1
YOSUF,1,,NIMAL,1
YOUN,1,,NIMARTA,1
YOUNIS,1,,NIMRA,1
YOUSAF,1,,NIMRIT,1
YOUSEF,5,,NINA,26
YOUSUF,2,,NIOMI,5
YRJO,1,,NIOMI-JEAN,1
YTHAN,2,,NIOMIE,1
YU,5,,NISHA,1
YUE,1,,NISSMA,1
YUHAO,1,,NITHUSHIKA,1
YUMING,1,,NITYA,1
YUSIF,1,,NIYAH,1
YUSUF,8,,NOA,4
YUVRAJ,2,,NOAMI,1
ZAC,58,,NOELLE,1
ZACH,19,,NOLA,2
ZACHARIAH,4,,NOLAH,1
ZACHARRY,1,,NONHLANHLA,1
ZACHARY,30,,NONKOSI,1
ZACHERY,1,,NOOR,5
ZACK,32,,NOOREYN,1
ZACKARIYA,1,,NORA,1
ZACKARY,1,,NORAH,1
ZAHID,1,,NOREEN,1
ZAHIL,1,,NOURA,1
ZAID,2,,NOVA,1
ZAIN,16,,NOWELLA,1
ZAINUDDIN,1,,NOZIPHO,1
ZAINUL,1,,NUALA,2
ZAK,67,,NUMAA,1
ZAKAR,1,,NUR,1
ZAKARAYA,1,,NURALYA,1
ZAKARI,2,,NURQISTINA,1
ZAKARIYA,2,,NYAH,6
ZAKARIYAH,1,,NYAKTJUT,1
ZAKARIYE,1,,NYASHA,1
ZAKARIYYA,1,,NYLA,3
ZAKARY,1,,NYLAH,2
ZAKI,1,,NYOMI,1
ZAKIR,3,,NYREE,3
ZAKK,3,,NYTALYA,1
ZANDAR,1,,OCEAN,3
ZANDER,23,,OCEAN-LEE,1
ZANE,9,,OCTAVIA,2
ZARRAR,1,,ODILE,1
ZAYAN,1,,OGECHI,1
ZAYD,1,,OGHENETEGA,1
ZAYDEN,1,,OGHENEYOMA,1
ZAYN,1,,OHARA,1
ZAYNE,1,,OISHEE,1
ZAYYAN,1,,OKOIZA,1
ZE,1,,OLA,5
ZEBASTIAN,1,,OLIMPIA,1
ZED,1,,OLIVE,9
ZEESHAN,1,,OLIVIA,443
ZENDAN,1,,OLIVIA-MAE,1
ZEON,1,,OLIVIA-ROSE,1
ZEPHYR,1,,OLIWIA,17
ZEYAAN,1,,OLOLADE,1
ZHEN,1,,OLUDARASIMI,1
ZHENXI,1,,OLUFIFUNMI,1
ZHI,1,,OLUKEMI,1
ZHUO,1,,OLUWADAMILOLA,2
ZI,1,,OLUWADAMMILOLA,1
ZIA,1,,OLUWADARA,1
ZIAD,1,,OLUWAFIOYINSOLAMI,1
ZIKORAEBUBENNA,1,,OLUWATAMILORE,1
ZIKORANACHIMDI,1,,OLUWATISE,1
ZINACHIDI,1,,OLUWATOFUNMI,1
ZINACHIDINDU,1,,OLUWATOMISIN,1
ZION,2,,OLUWATONI,1
ZOHAIB,1,,OLUWATOSIN,1
ZUHAYR,1,,OLUWATOYIN,1
ZWELIHLE,1,,OLUWAYIGAMIKA,1
ZYGIMANTAS,1,,OLWEN,1
,,,OMASAN,1
,,,OMIMA,1
,,,ONA,1
,,,ONESSA,1
,,,OONA,2
,,,OONAGH,1
,,,OPAL,1
,,,ORAN,1
,,,ORIANA,2
,,,ORIETTA,1
,,,ORIN,1
,,,ORITSEWEYINMI,1
,,,ORLA,75
,,,ORLAGH,12
,,,ORLAIGH,2
,,,ORLAITH,24
,,,ORLI,1
,,,ORYN,1
,,,OSARETIN,1
,,,OSLA,1
,,,OTTILLIE,1
,,,OTUMN,1
,,,OYINDOLAPO,1
,,,PADME,1
,,,PAIGE,98
,,,PAIGHTON,2
,,,PAIGNTON,1
,,,PAISLEY,1
,,,PAITYN,3
,,,PAKIZA,1
,,,PALOMA,1
,,,PAMELA,1
,,,PAOLA,1
,,,PARADYSE,1
,,,PARIS,3
,,,PARIS-MONTANA,1
,,,PARISSA,1
,,,PARVEEN,1
,,,PATRICIA,4
,,,PATRICIJA,1
,,,PATRYCJA,10
,,,PATSY,1
,,,PAULA,1
,,,PAULINA,9
,,,PAULINE,2
,,,PAYTON,26
,,,PEACE,1
,,,PEARL,3
,,,PEGGY,1
,,,PEI,2
,,,PENDO,1
,,,PENELOPE,7
,,,PENIEL,1
,,,PENINA,1
,,,PENNY,9
,,,PEYTON,26
,,,PEYTON-MARIE,1
,,,PEYTON-MAY,1
,,,PHAIMIE,1
,,,PHEOBE,2
,,,PHEONA,1
,,,PHIANNA,1
,,,PHILIPPA,2
,,,PHINN,1
,,,PHOEBE,49
,,,PHOEBE-ROSE,1
,,,PHOENIX,2
,,,PHOENIX-ROSE,1
,,,PIA,1
,,,PILIRANI,1
,,,PIPER,7
,,,PIPPA,3
,,,PIREH,1
,,,PIROZ,1
,,,PIXIE,2
,,,PLAMENA,1
,,,POLA,2
,,,POLLY,4
,,,POOJA,1
,,,POPI,1
,,,POPPI,1
,,,POPPI-MAE,1
,,,POPPIE,1
,,,POPPY,81
,,,POPPY-GRACE,1
,,,POPPYLEE,1
,,,PRABHDEEP,1
,,,PRAJNA,1
,,,PRANAVI,1
,,,PRAPTI,1
,,,PRASHASYA,1
,,,PRATHA,1
,,,PRECIOUS,1
,,,PREFINA,1
,,,PRINCESS,2
,,,PRINCY,1
,,,PRISCILLA,2
,,,PRISEIS,1
,,,PRISHA,1
,,,PRIYA,5
,,,PRUDENCE,1
,,,PRUNELLA,1
,,,PURDIE,1
,,,QI,1
,,,QIANA,1
,,,QIANNA,1
,,,QING,2
,,,QU,1
,,,QUDSIYAH,1
,,,QUEENSLIE,1
,,,QUINN,1
,,,RABEKA,1
,,,RACHAEL,43
,,,RACHEL,119
,,,RACHEL-LEE,1
,,,RAE,4
,,,RAEESA,1
,,,RAEGAN,3
,,,RAENA,1
,,,RAFI,1
,,,RAGHED,1
,,,RAHABA,1
,,,RAHAF,3
,,,RAHEEN,1
,,,RAHMA,1
,,,RAHMMA,1
,,,RAIMA,1
,,,RAIN,1
,,,RAINA,1
,,,RAINE,3
,,,RAINEY,1
,,,RAJANI,1
,,,RAKHI,1
,,,RAMEESHA,1
,,,RAMORNIE-ROSE,1
,,,RAMSHA,1
,,,RANA,3
,,,RANIA,2
,,,RANYA,1
,,,RAPHAELA,1
,,,RAPHAELLA,1
