Name,YearsAppearing,PropFemale,CountsFemale,PropMale,CountsMale
Nourah,1,1,6,0,0
Nouran,2,1,12,0,0
Noureen,2,1,11,0,0
Nourhan,6,1,32,0,0
Nouri,1,0,0,1,6
Nouvelle,1,1,5,0,0
Nova,128,0.9921875,6711,0.375,528
Novah,6,1,65,0.166666666666667,6
Novak,4,0,0,1,46
Noval,2,0,0,1,11
Novalea,1,1,7,0,0
Novalee,16,1,657,0,0
Novalei,1,1,5,0,0
Novaleigh,9,1,88,0,0
Novalene,5,1,26,0,0
Novali,7,1,39,0,0
Novalie,10,1,83,0,0
Novaly,2,1,12,0,0
Novalynn,1,1,8,0,0
Novel,12,0.5,34,0.5,37
Novela,1,1,5,0,0
Novelia,1,1,5,0,0
Noveline,6,1,34,0,0
Novell,6,1,41,0,0
Novella,126,1,5590,0,0
Novelle,16,1,102,0,0
November,32,1,418,0,0
Novena,2,1,10,0,0
Noveta,2,1,11,0,0
Novia,27,1,186,0,0
Novian,4,0,0,1,36
Novice,16,1,106,0,0
Novie,34,1,288,0.0294117647058824,6
Novis,22,0.909090909090909,139,0.136363636363636,15
Nowell,26,0,0,1,157
Nowshin,2,1,11,0,0
Nox,2,0,0,1,20
Noy,3,1,17,0,0
Noya,9,1,114,0,0
Noyes,3,0,0,1,19
Nozomi,12,1,77,0,0
Nseya,2,1,12,0,0
Nsombi,3,1,17,0,0
Nthan,1,0,0,1,5
Nthony,10,0,0,1,61
Nuala,26,1,223,0,0
Nubaid,1,0,0,1,6
Nube,4,1,23,0,0
Nubia,41,1,1774,0,0
Nubian,2,1,12,0,0
Nuchem,13,0,0,1,96
Nuel,15,0,0,1,88
Nugent,2,0,0,1,12
Nuh,7,0,0,1,62
Nuha,24,1,388,0,0
Nuhamin,4,1,28,0,0
Numa,30,0.266666666666667,55,0.733333333333333,157
Numair,6,0,0,1,46
Numan,11,0,0,1,69
Nuncio,3,0,0,1,20
Nuno,17,0,0,1,111
Nunziata,4,1,27,0,0
Nunzie,3,0,0,1,18
Nunzio,91,0,0,1,1743
Nupur,16,1,110,0,0
Nur,25,0.96,294,0.48,79
Nura,28,1,327,0,0
Nurah,7,1,38,0,0
Nuran,1,1,5,0,0
Nurani,1,0,0,1,5
Nuray,1,1,5,0,0
Nuraz,1,0,0,1,5
Nuri,28,0.642857142857143,161,0.785714285714286,184
Nuria,40,1,514,0,0
Nuriah,3,1,21,0,0
Nuriel,7,0,0,1,49
Nurit,1,1,5,0,0
Nuriya,4,1,22,0,0
Nuriyah,4,1,26,0,0
Nurto,1,1,7,0,0
Nuru,1,0,0,1,5
Nurul,2,1,13,0,0
Nury,20,1,115,0,0
Nusaiba,3,1,21,0,0
Nusaibah,3,1,15,0,0
Nusayba,2,1,12,0,0
Nusaybah,8,1,54,0,0
Nusrat,13,1,129,0,0
Nussen,4,0,0,1,25
Nute,6,0,0,1,33
Nuvia,37,1,918,0,0
Nuzhat,4,1,23,0,0
Nwamaka,1,1,5,0,0
Ny,2,1,11,0,0
Nya,40,1,4160,0,0
Nyagoa,1,1,5,0,0
Nyah,27,1,3517,0.037037037037037,5
Nyaijah,1,1,5,0,0
Nyailah,1,1,5,0,0
Nyair,7,0,0,1,51
Nyaira,12,1,151,0,0
Nyairah,5,1,33,0,0
Nyaire,11,0.454545454545455,35,0.909090909090909,70
Nyaisa,7,1,47,0,0
Nyaisha,15,1,123,0,0
Nyaja,13,1,115,0,0
Nyajah,12,1,106,0,0
Nyajiah,1,1,5,0,0
Nyakume,1,1,6,0,0
Nyal,15,0,0,1,88
Nyala,17,1,169,0,0
Nyalah,2,1,13,0,0
Nyalee,2,1,11,0,0
Nyalise,2,1,12,0,0
Nyamal,5,1,28,0,0
Nyan,10,0,0,1,64
Nyana,16,1,297,0,0
Nyangel,2,1,12,0,0
Nyani,2,1,12,0,0
Nyanna,15,1,214,0,0
Nyanza,3,1,46,0,0
Nyara,13,1,121,0,0
Nyarah,4,1,22,0,0
Nyarai,1,1,5,0,0
Nyari,6,1,40,0,0
Nyarie,2,1,10,0,0
Nyasa,2,1,10,0,0
Nyasha,41,1,608,0,0
Nyashia,19,1,244,0,0
Nyasia,31,1,4380,0,0
Nyasiah,11,1,142,0,0
Nyauna,3,1,16,0,0
Nyazia,10,1,70,0,0
Nyaziah,1,1,5,0,0
Nybria,2,1,14,0,0
Nycere,7,0,0,1,53
Nychelle,23,1,156,0,0
Nycholas,20,0,0,1,199
Nychole,2,1,12,0,0
Nycia,1,1,5,0,0
Nyckolas,1,0,0,1,5
Nycolas,2,0,0,1,10
Nycole,44,1,916,0,0
Nyda,6,1,47,0,0
Nydaisha,1,1,5,0,0
Nydasia,1,1,7,0,0
Nyderah,1,1,5,0,0
Nydia,87,1,3523,0,0
Nydir,1,0,0,1,5
Nydirah,2,1,11,0,0
Nydra,1,1,14,0,0
Nye,2,0,0,1,10
Nyeasha,4,1,21,0,0
Nyeasia,1,1,5,0,0
Nyeem,19,0,0,1,233
Nyeema,12,1,118,0,0
Nyeemah,8,1,54,0,0
Nyeesha,10,1,57,0,0
Nyeisha,34,1,450,0,0
Nyeka,1,1,5,0,0
Nyel,6,0.5,16,0.666666666666667,23
Nyela,13,1,157,0,0
Nyelah,7,1,48,0,0
Nyele,1,1,5,0,0
Nyeli,6,1,70,0,0
Nyell,2,1,10,0,0
Nyella,3,1,21,0,0
Nyelle,11,1,134,0,0
Nyelli,4,1,38,0,0
Nyellie,5,1,47,0,0
Nyema,34,1,494,0,0
Nyemah,10,1,124,0,0
Nyemia,1,1,5,0,0
Nyera,6,1,39,0,0
Nyerere,1,0,0,1,6
Nyesha,41,1,1486,0,0
Nyeshia,28,1,256,0,0
Nygee,2,0,0,1,10
Nygel,25,0,0,1,413
Nygeria,18,1,165,0,0
Nygia,1,1,6,0,0
Nygil,4,0,0,1,24
Nyha,4,1,32,0,0
Nyheem,11,0,0,1,80
Nyheim,9,0,0,1,71
Nyhiem,1,0,0,1,5
Nyhla,3,1,40,0,0
Nyia,32,0.96875,601,0.03125,5
Nyiah,15,1,168,0,0
Nyiana,1,1,5,0,0
Nyiasia,1,1,6,0,0
Nyiema,4,1,22,0,0
Nyier,1,0,0,1,5
Nyiesha,27,1,225,0,0
Nyila,5,1,32,0,0
Nyilah,3,1,22,0,0
Nyima,8,1,157,0,0
Nyimah,6,1,51,0,0
Nyirah,5,1,37,0,0
Nyisha,32,1,532,0,0
Nyja,17,1,197,0,0
Nyjae,14,1,152,0,0
Nyjah,21,1,471,0.333333333333333,115
Nyjai,9,1,63,0,0
Nyjal,2,0,0,1,12
Nyjee,2,0,0,1,12
Nyjel,6,0,0,1,33
Nyjeria,2,1,13,0,0
Nyjia,5,1,28,0,0
Nyjuan,3,0,0,1,17
Nykayla,12,1,88,0,0
Nykea,6,1,44,0,0
Nykeah,1,1,6,0,0
Nykeba,1,1,26,0,0
Nykee,2,0,0,1,10
Nykeem,7,0,0,1,41
Nykeema,1,1,6,0,0
Nykeemah,2,1,12,0,0
Nykeesha,1,1,5,0,0
Nykeia,3,1,17,0,0
Nykeira,3,1,16,0,0
Nykeisha,8,1,54,0,0
Nykel,5,0,0,1,39
Nykell,1,0,0,1,7
Nykera,7,1,43,0,0
Nykeria,18,1,426,0,0
Nykerria,10,1,80,0,0
Nykesha,7,1,51,0,0
Nykeshia,2,1,13,0,0
Nykeya,1,1,5,0,0
Nykhia,4,1,30,0,0
Nykia,38,1,938,0,0
Nykiah,11,1,73,0,0
Nykiera,2,1,10,0,0
Nykira,15,1,200,0,0
Nykiria,1,1,5,0,0
Nykisha,6,1,40,0,0
Nykita,6,1,40,0,0
Nyko,3,0,0,1,22
Nykolas,21,0,0,1,266
Nykole,24,1,210,0,0
Nyla,97,1,11418,0,0
Nylah,18,1,3283,0,0
Nylan,13,0.384615384615385,35,1,168
Nylani,2,1,11,0,0
Nylasia,7,1,42,0,0
Nylaya,3,1,20,0,0
Nylayah,2,1,11,0,0
Nyle,95,0.0526315789473684,26,1,1331
Nylea,4,1,25,0,0
Nyleah,9,1,92,0,0
Nylee,5,1,53,0,0
Nyleen,8,1,41,0,0
Nylen,4,0.25,5,0.75,19
Nylene,14,1,77,0,0
Nyles,45,0,0,1,551
Nyleve,1,1,5,0,0
Nylia,13,1,146,0,0
Nyliah,12,1,105,0,0
Nylie,1,1,7,0,0
Nylin,1,1,5,0,0
Nyliyah,4,1,25,0,0
Nylla,2,1,10,0,0
Nyllah,3,1,19,0,0
Nymir,8,0,0,1,63
Nyna,16,1,116,0,0
Nyobi,4,1,30,0,0
Nyoka,59,1,946,0,0
Nyome,3,1,15,0,0
Nyomi,24,1,986,0,0
Nyomie,10,1,104,0,0
Nyomii,1,1,7,0,0
Nyona,3,1,16,0,0
Nyonna,11,1,81,0,0
Nyosha,1,1,5,0,0
Nyota,4,1,24,0,0
Nyquan,15,0,0,1,136
Nyquasha,1,1,6,0,0
Nyquasia,1,1,8,0,0
Nyra,49,1,430,0,0
Nyrah,6,1,35,0,0
Nyran,1,0,0,1,5
Nyre,2,0.5,6,0.5,5
Nyree,42,1,1456,0.404761904761905,147
Nyrek,1,0,0,1,5
Nyrell,8,0,0,1,55
Nyria,2,1,10,0,0
Nyriah,9,1,86,0,0
Nyrie,12,1,80,0,0
Nyrobi,4,1,21,0,0
Nyron,16,0,0,1,96
Nysa,12,1,150,0,0
Nysaiah,5,0,0,1,27
Nysean,3,0,0,1,23
Nyseem,3,0,0,1,17
Nysha,18,1,144,0,0
Nyshae,1,1,5,0,0
Nyshaun,8,0,0,1,62
Nyshawn,13,0,0,1,158
Nyshay,1,1,5,0,0
Nyshea,3,1,16,0,0
Nyshia,9,1,53,0,0
Nyshon,1,0,0,1,5
Nysia,10,1,65,0,0
Nysir,12,0,0,1,154
Nysire,1,0,0,1,6
Nyson,1,0,0,1,5
Nyssa,40,1,1485,0,0
Nytasha,6,1,34,0,0
Nytasia,4,1,22,0,0
Nytavious,1,0,0,1,5
Nyteria,3,1,18,0,0
Nytia,4,1,28,0,0
Nytisha,1,1,6,0,0
Nytrell,1,0,0,1,5
Nyvaeh,1,1,8,0,0
Nyvea,1,1,6,0,0
Nyveah,2,1,12,0,0
Nyvia,1,1,5,0,0
Nyx,3,1,19,0,0
Nyya,6,1,37,0,0
Nyzae,1,0,0,1,5
Nyzaiah,10,0,0,1,116
Nyzair,1,0,0,1,7
Nyzaire,1,0,0,1,6
Nyzere,1,0,0,1,7
Nyzeria,3,1,17,0,0
Nyzeth,1,1,5,0,0
Nyziah,4,0,0,1,26
Nyzier,8,0,0,1,62
Nyzir,11,0,0,1,140
Nzinga,31,1,279,0,0
Nzingha,8,1,50,0,0
Oak,11,0,0,1,89
Oakey,1,0,0,1,5
Oakie,4,0.5,10,0.5,10
Oakland,16,0,0,1,117
Oaklee,13,1,299,0.230769230769231,39
Oakleigh,6,1,74,0,0
Oaklen,1,0,0,1,5
Oakley,119,0.277310924369748,935,1,2951
Oaklie,10,1,98,0,0
Oakly,1,0,0,1,5
Oaklyn,4,1,27,0,0
Oaklynn,2,1,12,0,0
Oanh,20,1,237,0,0
Oasis,14,1,135,0.0714285714285714,5
Oatha,1,1,5,0,0
Oather,46,0,0,1,443
Oatis,8,0,0,1,46
Oba,9,0,0,1,52
Obada,4,0,0,1,26
Obadiah,72,0,0,1,1143
Obafemi,1,0,0,1,5
Obaid,2,0,0,1,10
Obaloluwa,2,0,0,1,12
Obama,2,0,0,1,30
Obasi,1,0,0,1,5
Obbie,44,0,0,1,301
Obdulia,25,1,162,0,0
Obdulio,12,0,0,1,68
Obe,12,0,0,1,73
Obed,101,0,0,1,2982
Obeda,1,1,5,0,0
Obediah,30,0,0,1,170
Obehi,1,1,5,0,0
Obelia,12,1,77,0,0
Ober,3,0,0,1,15
Obera,25,1,216,0,0
Oberia,11,1,68,0,0
Oberon,3,0,0,1,17
Obert,60,0,0,1,623
Oberta,1,1,6,0,0
Obet,4,0,0,1,26
Obeth,5,0,0,1,29
Obey,3,0,0,1,16
Obi,5,0,0,1,41
Obianuju,4,1,22,0,0
Obie,130,0.261538461538462,271,1,3972
Obinna,35,0,0,1,661
Obra,11,0,0,1,59
Obrain,1,0,0,1,5
Obrey,1,0,0,1,5
Obrian,34,0,0,1,405
Obrien,20,0,0,1,181
Obry,1,0,0,1,5
Obryan,25,0,0,1,264
Obryant,4,0,0,1,31
Oby,2,0,0,1,11
Oc,4,0,0,1,24
Oca,3,1,16,0,0
Ocasio,1,0,0,1,5
Occie,7,1,38,0,0
Oce,1,0,0,1,5
Ocea,4,1,22,0,0
Oceal,3,1,16,0,0
Ocean,27,1,1163,0.851851851851852,1061
Oceana,28,1,698,0,0
Oceane,8,1,54,0,0
Oceania,8,1,49,0,0
Oceanna,23,1,323,0,0
Ocelia,5,1,32,0,0
Ocella,1,1,5,0,0
Oceola,4,1,21,0,0
Ocey,1,1,6,0,0
Ocia,19,1,122,0,0
Ocie,120,0.791666666666667,4037,0.975,2718
Ociel,27,0,0,1,348
Oconnor,1,0,0,1,6
Octa,22,1,160,0,0
Octabio,1,0,0,1,7
Octava,7,1,41,0,0
Octave,52,0,0,1,443
Octavia,132,1,14615,0.136363636363636,139
Octavian,41,0,0,1,790
Octaviana,2,1,11,0,0
Octaviano,81,0,0,1,657
Octavie,26,1,176,0,0
Octavien,4,0,0,1,23
Octavio,101,0.0099009900990099,5,1,9361
Octavion,15,0,0,1,136
Octavious,46,0.0217391304347826,5,1,1332
Octavis,32,0,0,1,283
Octavius,61,0.0491803278688525,15,1,2746
Octavus,1,0,0,1,5
Octayvia,7,1,38,0,0
Octivia,11,1,68,0,0
October,28,1,520,0,0
Od,1,0,0,1,5
Oda,71,0.971830985915493,1325,0.535211267605634,301
Odai,9,0,0,1,50
Odali,6,1,40,0,0
Odalis,35,1,2386,0.228571428571429,51
Odaliz,17,1,253,0,0
Odaly,11,1,72,0,0
Odalys,44,1,2916,0,0
Odalyz,3,1,17,0,0
Odaniel,1,0,0,1,5
Odarius,13,0,0,1,82
Odarrius,1,0,0,1,6
Odas,21,0,0,1,148
Oday,2,0,0,1,11
Odbert,1,0,0,1,5
Oddie,48,0.708333333333333,257,0.833333333333333,342
Oddis,14,0,0,1,87
Ode,5,0,0,1,27
Odeal,35,1,315,0,0
Odean,43,0.790697674418605,377,0.86046511627907,351
Oded,1,0,0,1,6
Odeh,2,0,0,1,11
Odel,23,0,0,1,173
Odelia,122,1,2351,0,0
Odell,124,0.612903225806452,4146,0.991935483870968,14513
Odella,61,1,793,0,0
Odelle,36,1,424,0.0555555555555556,10
Oden,37,0,0,1,501
Odena,12,1,97,0,0
Odene,7,0.857142857142857,35,0.142857142857143,5
Oder,1,0,0,1,5
Odera,2,0.5,14,1,13
Odes,36,0,0,1,367
Odesa,1,1,5,0,0
Odessa,132,1,17108,0.189393939393939,154
Odesser,22,1,169,0,0
Odessey,4,1,25,0,0
Odessia,53,1,605,0,0
Odessie,45,1,597,0,0
Odester,19,1,126,0,0
Odet,1,1,7,0,0
Odete,1,1,5,0,0
Odeth,8,1,57,0,0
Odett,2,1,11,0,0
Odetta,61,1,618,0,0
Odette,115,1,2442,0,0
Odia,6,1,37,0.166666666666667,7
Odice,1,0,0,1,5
Odie,113,0.672566371681416,1589,1,2527
Odies,26,0,0,1,198
Odila,1,1,5,0,0
Odile,63,1,781,0,0
Odilia,83,1,1162,0,0
Odilon,22,0,0,1,127
Odin,68,0,0,1,2229
Odis,124,0.193548387096774,167,1,8069
Odom,6,0,0,1,37
Odon,3,0,0,1,17
Odos,1,0,0,1,6
Odra,1,1,5,0,0
Odus,54,0,0,1,595
Ody,3,0.333333333333333,5,0.666666666666667,12
Odyn,2,0,0,1,15
Odysseus,10,0,0,1,77
Odyssey,29,1,378,0.0344827586206897,5
Oel,1,0,0,1,5
Oella,1,1,5,0,0
Oen,1,0,0,1,5
Oesha,1,1,5,0,0
Ofa,6,1,37,0.166666666666667,5
Ofek,3,0,0,1,17
Ofelia,109,1,7982,0.00917431192660551,5
Offie,27,0.37037037037037,72,0.814814814814815,151
Ofilia,49,1,472,0,0
Ofir,6,0.166666666666667,5,0.833333333333333,35
Ogden,63,0,0,1,641
Ogechi,29,1,250,0,0
Ogechukwu,8,1,46,0.125,6
Oghenetega,1,0,0,1,5
Ogie,4,0.25,6,0.75,15
Ogle,16,0.125,10,1,113
Ogochukwu,1,1,5,0,0
Ogreta,1,1,5,0,0
Oguz,1,0,0,1,5
Ohad,2,0,0,1,10
Ohagi,1,0,0,1,7
Ohajee,1,0,0,1,6
Ohaji,1,0,0,1,7
Ohan,1,0,0,1,5
Ohana,6,1,44,0,0
Ohani,1,0,0,1,6
Ohanna,6,1,46,0,0
Ohara,5,0.8,20,0.2,6
Ohemaa,2,1,12,0,0
Ohene,2,0,0,1,11
Ohitika,1,0,0,1,5
Ohlin,1,0,0,1,5
Ohm,11,0,0,1,161
Ohmer,2,0,0,1,13
Ohn,21,0,0,1,162
Oisin,17,0,0,1,205
Oiva,11,0,0,1,104
Ojani,12,0,0,1,102
Ojany,2,0,0,1,11
Ojas,12,0,0,1,201
Ojasvi,1,1,6,0,0
Ojay,3,0,0,1,19
Ojetta,1,1,6,0,0
Oji,5,0,0,1,29
Ok,7,1,35,0,0
Oka,3,1,16,0,0
Okairy,1,1,5,0,0
Okal,1,1,6,0,0
Okalani,1,1,6,0,0
Okan,2,0,0,1,11
Okechukwu,16,0,0,1,92
Okeema,1,1,5,0,0
Okeima,1,1,5,0,0
Okeith,2,0,0,1,12
Okema,5,1,71,0,0
Okemia,1,1,9,0,0
Okey,96,0,0,1,1462
Okie,32,0.75,181,0.625,128
Okima,3,1,27,0,0
Okla,26,1,238,0.115384615384615,16
Oklahoma,1,1,5,0,0
Okley,14,0,0,1,129
Okoye,5,0,0,1,51
Okpara,1,0,0,1,5
Oksana,44,1,812,0,0
Oksanna,2,1,12,0,0
Oktober,5,1,34,0,0
Ola,132,1,29456,0.446969696969697,624
Olabisi,1,1,5,0,0
Olabode,1,0,0,1,5
Olachi,1,1,8,0,0
Oladapo,2,0,0,1,11
Oladele,1,0,0,1,5
Oladimeji,5,0,0,1,28
Oladipo,1,0,0,1,5
Oladipupo,1,0,0,1,5
Oladis,1,1,5,0,0
Olaf,131,0,0,1,2389
Olah,3,1,15,0,0
Olaiya,1,1,8,0,0
Olajawon,3,0,0,1,19
Olajide,4,0,0,1,32
Olajumoke,4,1,23,0,0
Olajuwan,2,0,0,1,12
Olajuwon,28,0,0,1,540
Olakunle,2,0,0,1,10
Olalekan,3,0,0,1,17
Olamae,24,1,182,0,0
Olamide,22,0.954545454545455,194,0.727272727272727,120
Olan,107,0,0,1,2418
Olana,2,1,10,0,0
Oland,35,0,0,1,273
Olanda,19,0.631578947368421,80,0.842105263157895,111
Olander,27,0,0,1,173
Olando,51,0,0,1,598
Olaniyan,1,0,0,1,6
Olanrewaju,9,0,0,1,48
Olaoluwa,10,0,0,1,71
Olar,34,1,254,0,0
Olas,1,0,0,1,5
Olatokunbo,3,1,15,0,0
Olatunde,3,0,0,1,19
Olatunji,2,0,0,1,10
Olav,5,0,0,1,28
Olavi,6,0,0,1,41
Olawale,13,0,0,1,74
Olaya,1,1,6,0,0
Olayinka,15,0.666666666666667,61,0.533333333333333,44
Olbin,1,0,0,1,5
Oldair,1,0,0,1,5
Olden,52,0,0,1,509
Oldrich,3,0,0,1,22
Ole,117,0,0,1,1848
Olea,4,1,22,0,0
Olean,51,1,852,0.0588235294117647,17
Oleane,1,1,6,0,0
Oleatha,9,1,55,0,0
Oleavia,2,1,11,0,0
Oleda,31,1,276,0,0
Olee,10,0.6,37,0.4,23
Oleen,7,1,44,0,0
Oleeta,10,1,57,0,0
Oleg,22,0,0,1,288
Olegario,50,0,0,1,397
Oleh,8,0,0,1,54
Oleita,3,1,15,0,0
Oleksandr,2,0,0,1,15
Olema,2,1,12,0,0
Olen,129,0.0155038759689922,13,1,7143
Olena,79,1,656,0,0
Olene,57,1,1347,0,0
Oler,7,1,43,0,0
Olesha,1,1,5,0,0
Olesia,7,1,46,0,0
Olester,1,0,0,1,5
Olesya,11,1,69,0,0
Oleta,89,1,5456,0,0
Oletha,74,1,1210,0,0
Olethea,1,1,5,0,0
Olethia,8,1,47,0,0
Oletta,33,1,332,0,0
Oleva,28,1,210,0,0
Olevia,107,1,1904,0,0
Olexa,2,1,10,0,0
Olexus,1,1,5,0,0
Oley,46,0.0217391304347826,5,1,369
Olga,132,1,61017,0.25,198
Olgia,2,1,11,0,0
Olgie,5,1,29,0,0
Olha,1,1,8,0,0
Oli,1,0,0,1,5
Olia,34,1,216,0,0
Oliana,7,1,53,0,0
Olibia,1,1,5,0,0
Olice,9,0.111111111111111,7,0.888888888888889,52
Olicia,4,1,23,0,0
Olida,1,1,5,0,0
Olie,76,0.644736842105263,420,0.828947368421053,572
Olif,1,0,0,1,6
Olimpia,50,1,354,0,0
Olin,132,0.00757575757575758,5,1,8634
Olina,12,1,87,0,0
Olinda,95,1,1048,0,0
Olindo,4,0,0,1,25
Oline,43,1,377,0,0
Olinka,4,1,21,0,0
Olis,18,0.277777777777778,35,0.888888888888889,114
Olisa,8,1,51,0,0
Olisaemeka,1,0,0,1,5
Olisha,5,1,25,0,0
Olita,24,1,142,0,0
Oliva,113,1,1659,0.0530973451327434,32
Olivama,1,1,6,0,0
Olive,132,1,47508,0.310606060606061,349
Olivea,26,1,448,0,0
Oliveah,6,1,47,0,0
Olivene,17,1,124,0,0
Oliver,132,0.477272727272727,491,1,92371
Olivera,2,1,13,0,0
Oliverio,26,0,0,1,186
Olivet,6,1,40,0.166666666666667,5
Olivett,1,1,7,0,0
Olivette,62,1,675,0,0
Olivia,132,1,320758,0.363636363636364,596
Oliviagrace,6,1,54,0,0
Oliviah,15,1,346,0,0
Oliviamarie,3,1,19,0,0
Oliviana,7,1,53,0,0
Olivianna,4,1,34,0,0
Oliviarose,5,1,32,0,0
Olivier,52,0.0192307692307692,5,1,1126
Olivine,14,1,95,0,0
Olivio,1,0,0,1,5
Oliviya,6,1,39,0,0
Oliviyah,1,1,5,0,0
Olivya,14,1,208,0,0
Oliwia,13,1,169,0,0
Oliyah,1,1,6,0,0
Olla,59,1,552,0,0
Olle,1,1,5,0,0
Ollen,36,0,0,1,297
Ollene,1,1,5,0,0
Ollia,3,1,18,0,0
Ollice,6,0,0,1,33
Ollie,132,1,40564,1,15571
Olliemae,1,1,6,0,0
Ollin,23,0,0,1,143
Olline,3,1,15,0,0
Ollis,45,0,0,1,404
Ollive,2,1,12,0,0
Olliver,12,0,0,1,102
Ollivia,2,1,12,0,0
Olliyah,2,1,10,0,0
Olly,2,0.5,5,0.5,5
Ollye,1,1,5,0,0
Olma,2,1,13,0,0
Olman,9,0,0,1,71
Olna,1,1,5,0,0
Olney,22,0,0,1,192
Olof,17,0,0,1,107
Ololade,2,1,11,0,0
Olon,20,0,0,1,128
Olsen,8,0,0,1,59
Olson,16,0,0,1,93
Olton,5,0,0,1,32
Olu,1,0,0,1,7
Olubukola,2,1,11,0,0
Olubunmi,7,1,52,0,0
Oluchi,18,1,139,0,0
Oluf,1,0,0,1,5
Olufemi,36,0,0,1,330
Olufunke,4,1,21,0,0
Olufunmilayo,6,1,34,0,0
Olujimi,3,0,0,1,17
Olukayode,4,0,0,1,21
Olukemi,12,1,71,0,0
Olumide,17,0,0,1,104
Olumuyiwa,1,0,0,1,5
Oluremi,1,1,5,0,0
Olurotimi,1,0,0,1,6
Olus,2,0,0,1,11
Olusegun,13,0,0,1,77
Oluseun,1,0,0,1,5
Oluseyi,6,0,0,1,33
Olushola,3,0,0,1,16
Olutosin,1,1,7,0,0
Olutoyin,1,1,5,0,0
Oluwabukola,1,1,5,0,0
Oluwabukunmi,1,1,6,0,0
Oluwadamilare,8,0,0,1,47
Oluwadamilola,16,1,154,0.6875,86
Oluwadara,7,1,55,0,0
Oluwadarasimi,4,1,32,0.5,20
Oluwademilade,9,0.444444444444444,27,0.888888888888889,64
Oluwadurotimi,1,0,0,1,6
Oluwafemi,21,0,0,1,156
Oluwaferanmi,2,0.5,6,1,14
Oluwafisayo,1,1,5,0,0
Oluwafunmilayo,2,1,12,0,0
Oluwakemi,28,1,204,0,0
Oluwamayomikun,1,0,0,1,5
Oluwamayowa,1,0,0,1,6
Oluwanifemi,9,1,78,0.666666666666667,50
Oluwapelumi,4,0.5,11,0.75,15
Oluwasegun,3,0,0,1,17
Oluwasemilore,2,0.5,7,0.5,9
Oluwaseun,22,0.772727272727273,125,0.954545454545455,194
Oluwaseyi,17,0.705882352941177,80,1,143
Oluwaseyifunmi,1,0,0,1,5
Oluwatamilore,7,1,55,0.142857142857143,5
Oluwateniola,3,1,18,0,0
Oluwatimilehin,11,0,0,1,92
Oluwatimileyin,3,0,0,1,24
Oluwatise,1,0,0,1,5
Oluwatobi,21,0.761904761904762,120,1,358
Oluwatobiloba,10,0.2,10,1,77
Oluwatofunmi,2,1,13,0.5,5
Oluwatomi,3,1,16,0,0
Oluwatomilola,1,1,5,0,0
Oluwatomisin,9,0.888888888888889,62,0.555555555555556,26
Oluwatomiwa,4,0,0,1,24
Oluwatoni,7,0.857142857142857,47,0.285714285714286,13
Oluwatosin,26,0.807692307692308,150,0.653846153846154,118
Oluwatoyin,21,1,120,0,0
Oluwatoyosi,1,1,5,0,0
Oluwatumininu,1,1,5,0,0
Oluwayemisi,1,1,5,0,0
Oluyemi,1,0,0,1,5
Olva,1,0,0,1,5
Olvia,3,1,15,0,0
Olvie,2,1,11,0,0
Olvin,23,0,0,1,220
Olvis,1,0,0,1,5
Olwen,3,1,22,0,0
Olwyn,2,1,11,0,0
Olya,1,1,6,0,0
Olympia,113,1,2805,0,0
Olyn,9,0,0,1,55
Olyne,1,1,5,0,0
Olyve,4,1,20,0,0
Olyvea,2,1,10,0,0
Olyver,5,0,0,1,38
Olyvia,26,1,1680,0,0
Olyviah,2,1,19,0,0
Om,15,0,0,1,1211
Oma,112,1,9577,0.232142857142857,181
Omagene,2,1,13,0,0
Omah,24,1,150,0,0
Omaid,3,0,0,1,19
Omaida,3,1,19,0,0
Omair,26,0,0,1,233
Omaira,33,1,362,0,0
Omalee,3,1,15,0,0
Oman,8,0,0,1,46
Omani,6,0.5,20,0.666666666666667,24
Omar,132,0.303030303030303,446,1,84326
Omara,22,1,167,0,0
Omarah,1,1,5,0,0
Omare,9,0,0,1,64
Omaree,11,0,0,1,99
Omareon,4,0,0,1,37
Omari,41,0.48780487804878,230,1,6132
Omaria,12,1,143,0,0
Omariah,2,1,12,0,0
Omarian,10,0,0,1,239
Omariana,3,1,16,0,0
Omarie,13,0.153846153846154,12,1,153
Omarien,3,0,0,1,23
Omarii,4,0,0,1,24
Omario,6,0,0,1,46
Omarion,11,0.0909090909090909,5,1,3136
Omarionna,1,1,5,0,0
Omarious,2,0,0,1,12
Omaris,1,1,7,0,0
Omarius,10,0,0,1,72
Omariyon,3,0,0,1,18
Omarr,42,0,0,1,470
Omarri,8,0,0,1,56
Omarrion,5,0,0,1,62
Omaru,1,0,0,1,5
Omary,1,0,0,1,5
Omaryon,1,0,0,1,5
Omauri,7,0,0,1,53
Omaurion,1,0,0,1,7
Omaury,2,0,0,1,13
Omaya,7,1,47,0,0
Omayma,1,1,6,0,0
Omayra,39,1,800,0,0
Omead,2,0,0,1,10
Omed,1,0,0,1,5
Omeda,3,1,19,0,0
Omeed,28,0,0,1,282
Omega,112,0.991071428571429,2051,0.428571428571429,359
Omeisha,1,1,5,0,0
Omeka,12,1,106,0,0
Omekia,2,1,12,0,0
Omelia,29,1,192,0,0
Omen,1,0,0,1,6
Omer,132,0.0757575757575758,61,1,7799
Omera,4,1,26,0,0
Omere,1,0,0,1,5
Omeria,1,1,5,0,0
