Name,YearsAppearing,PropFemale,CountsFemale,PropMale,CountsMale
Omero,41,0,0,1,457
Omesha,11,1,66,0,0
Omeshia,2,1,12,0,0
Ometa,2,1,10,0,0
Omi,2,0,0,1,13
Omia,7,1,42,0,0
Omid,36,0,0,1,604
Omie,76,1,1144,0.0263157894736842,10
Omika,1,1,5,0,0
Omir,5,0,0,1,35
Omiya,1,1,5,0,0
Omiyah,1,1,6,0,0
Omkar,16,0,0,1,212
Omma,1,1,5,0,0
Ommar,4,0,0,1,26
Ommie,11,1,69,0,0
Omni,24,1,179,0.0416666666666667,5
Omnia,8,1,45,0,0
Omolara,14,1,88,0,0
Omolola,14,1,93,0,0
Omon,1,0,0,1,5
Omorion,1,0,0,1,5
Omoro,3,0,0,1,38
Omotayo,5,0.4,10,0.6,16
Omotola,2,1,11,0,0
Omran,7,0,0,1,37
Omri,28,0.0714285714285714,10,1,436
Omunique,16,1,121,0,0
Omya,6,1,51,0,0
Omyra,2,1,12,0,0
Ona,132,1,7528,0.0984848484848485,92
Onah,1,1,5,0,0
Onaje,14,0,0,1,101
Onald,1,0,0,1,5
Onalee,64,1,827,0,0
Onaleigh,1,1,7,0,0
Onan,3,0,0,1,19
Onas,5,0,0,1,29
Onasis,2,0,0,1,12
Onassis,3,0,0,1,18
Onathan,6,0,0,1,47
Onawa,3,1,17,0,0
Onaya,1,1,5,0,0
Onda,19,1,117,0,0
Ondina,1,1,15,0,0
Ondine,6,1,37,0,0
Ondra,17,0.294117647058824,28,0.823529411764706,92
Ondray,2,0,0,1,12
Ondraya,1,1,6,0,0
Ondre,32,0,0,1,237
Ondrea,53,1,767,0,0
Ondrej,2,0,0,1,14
Ondreya,1,1,5,0,0
Ondria,14,1,85,0,0
Oneal,111,0.162162162162162,130,1,2941
Oneatha,1,1,5,0,0
Onecimo,5,0,0,1,26
Oneda,48,1,573,0,0
Onedia,25,1,163,0,0
Oneeda,3,1,17,0,0
Oneida,116,1,2226,0,0
Oneika,13,1,94,0,0
Oneil,99,0.0303030303030303,17,1,1612
Oneill,13,0,0,1,71
Oneisha,12,1,251,0,0
Oneita,61,1,868,0,0
Oneka,15,1,125,0,0
Onekki,1,1,7,0,0
Onel,4,0,0,1,22
Onelia,19,1,134,0,0
Onell,11,0.909090909090909,62,0.181818181818182,10
Onella,6,1,37,0,0
Onesha,12,1,113,0,0
Oneshia,6,1,52,0,0
Onesimo,72,0,0,1,553
Onesimus,4,0,0,1,25
Onesti,7,1,49,0,0
Onesty,13,1,86,0,0
Oneta,67,1,1465,0,0
Onetha,13,1,78,0,0
Onetia,1,1,5,0,0
Onetta,27,1,181,0,0
Oneva,2,1,12,0,0
Oney,22,0.454545454545455,61,0.818181818181818,110
Oneyda,8,1,48,0,0
Onezia,1,1,5,0,0
Ong,7,1,52,0,0
Oni,21,1,168,0,0
Onia,16,1,92,0,0
Onica,32,1,250,0,0
Onida,9,1,58,0,0
Onie,81,0.987654320987654,1786,0.45679012345679,276
Oniel,27,0,0,1,190
Oniesha,5,1,31,0,0
Onika,44,1,555,0,0
Onis,32,0.03125,5,1,263
Onisha,11,1,89,0,0
Onisty,2,1,13,0,0
Onita,74,1,1161,0,0
Onix,23,0,0,1,157
Oniya,7,1,51,0,0
Oniyah,5,1,33,0,0
Onkar,2,0,0,1,10
Onna,49,1,439,0,0
Onnah,2,1,10,0,0
Onnalee,4,1,21,0,0
Onni,5,0,0,1,32
Onnie,86,0.872093023255814,1073,0.767441860465116,657
Onnika,8,1,55,0,0
Onnolee,8,1,57,0,0
Onofre,39,0,0,1,248
Onofrio,31,0,0,1,262
Onolee,5,1,28,0,0
Onora,1,1,6,0,0
Onorio,1,0,0,1,5
Onslow,1,0,0,1,7
Ontaria,1,1,5,0,0
Ontario,44,0,0,1,791
Ontarius,2,0,0,1,13
Onterio,6,0,0,1,38
Onterrio,6,0,0,1,36
Ontonio,2,0,0,1,11
Onur,14,0,0,1,108
Onya,23,1,170,0,0
Onyae,3,1,15,0,0
Onyah,2,1,10,0,0
Onye,3,1,21,0,0
Onyedikachi,1,0,0,1,6
Onyekachi,7,0.285714285714286,11,1,42
Onyinye,3,1,18,0,0
Onyinyechi,10,1,81,0,0
Onyinyechukwu,1,1,5,0,0
Onyka,1,1,5,0,0
Onyx,25,1,338,0.84,489
Onzell,2,1,12,0,0
Onzie,3,0,0,1,15
Oona,48,1,683,0,0
Oonagh,4,1,22,0,0
Opal,132,1,67855,0.318181818181818,718
Opalee,2,1,10,0,0
Opalene,8,1,46,0,0
Opaline,22,1,190,0,0
Opel,32,1,277,0,0
Opeyemi,7,0.714285714285714,30,0.428571428571429,19
Opha,46,1,427,0.0434782608695652,12
Ophelia,132,1,15428,0.0227272727272727,15
Ophelie,1,1,6,0,0
Ophia,22,1,174,0,0
Ophie,13,1,84,0,0
Ophilia,2,1,15,0,0
Ophir,3,0,0,1,16
Opie,43,0.325581395348837,99,0.930232558139535,305
Ople,28,1,279,0.107142857142857,19
Oplis,1,0,0,1,5
Oppie,1,1,5,0,0
Oprah,7,1,99,0,0
Or,2,0,0,1,10
Ora,132,1,38782,0.878787878787879,5577
Orabell,2,1,11,0,0
Orabelle,11,1,91,0,0
Orace,2,0,0,1,14
Oracio,39,0,0,1,408
Oradee,2,1,11,0,0
Oradell,9,1,56,0,0
Orah,34,1,234,0,0
Oral,109,0.458715596330275,506,0.990825688073395,2801
Oralee,51,1,662,0,0
Oralene,1,1,5,0,0
Oralia,99,1,5602,0.0101010101010101,5
Oram,2,0,0,1,10
Oramae,3,1,21,0,0
Oramel,1,0,0,1,5
Oran,131,0,0,1,4169
Orange,63,0.0476190476190476,18,1,598
Orangie,7,1,43,0,0
Orantes,1,0,0,1,5
Oras,7,0,0,1,42
Orasio,1,0,0,1,7
Orazio,34,0,0,1,284
Orba,14,0.5,41,0.5,44
Orban,7,0,0,1,44
Orbelin,2,0,0,1,10
Orben,6,0,0,1,36
Orbie,55,0.163636363636364,51,0.981818181818182,609
Orbin,46,0,0,1,451
Orbra,7,0,0,1,42
Orby,20,0,0,1,151
Orcella,1,1,5,0,0
Orchid,25,1,168,0,0
Ord,4,0,0,1,20
Orda,3,1,15,0,0
Ordan,1,0,0,1,5
Ordean,21,0,0,1,161
Ordell,27,0.296296296296296,53,0.925925925925926,185
Ordella,5,1,36,0,0
Orden,1,0,0,1,7
Ordie,6,0.166666666666667,5,0.833333333333333,26
Ordis,1,0,0,1,7
Ore,4,0.5,12,0.5,12
Orea,7,0.857142857142857,32,0.285714285714286,10
Oreal,4,1,23,0,0
Orean,18,0.888888888888889,102,0.166666666666667,16
Oreana,4,1,23,0,0
Oreane,1,1,5,0,0
Oreanna,2,1,11,0,0
Oreatha,21,1,151,0,0
Oreda,8,1,51,0,0
Oree,37,0.486486486486487,156,0.945945945945946,236
Oreen,1,1,5,0,0
Orel,55,0.145454545454545,136,1,506
Orelia,88,1,948,0,0
Orell,27,0.259259259259259,44,0.925925925925926,158
Orella,15,1,108,0,0
Oren,132,0.0303030303030303,22,1,7619
Orena,36,1,318,0,0
Orenda,5,1,30,0,0
Orene,54,1,1015,0,0
Orentha,1,0,0,1,6
Orenthal,19,0,0,1,277
Orenthia,1,0,0,1,5
Orenthial,5,0,0,1,29
Oreoluwa,13,0.923076923076923,106,0.692307692307692,67
Ores,2,0,0,1,12
Oressa,1,1,6,0,0
Orest,26,0,0,1,249
Oreste,42,0,0,1,356
Orestes,43,0,0,1,316
Oresto,3,0,0,1,17
Orestus,1,0,0,1,5
Oreta,27,1,225,0,0
Oretha,65,1,1158,0,0
Oretta,36,1,220,0,0
Oreva,1,1,6,0,0
Orey,9,0,0,1,79
Orfa,3,1,15,0,0
Orfalinda,1,1,6,0,0
Orfelinda,5,1,30,0,0
Orhan,7,0,0,1,52
Ori,36,0.25,66,0.972222222222222,727
Oria,30,1,202,0.166666666666667,29
Oriah,11,1,137,0,0
Orian,49,0.204081632653061,64,1,470
Oriana,45,1,2451,0,0
Oriane,1,1,6,0,0
Orianna,29,1,754,0,0
Orianne,1,1,5,0,0
Orice,2,0,0,1,12
Orie,114,0.447368421052632,428,0.991228070175439,1629
Oriel,27,0.703703703703704,124,0.592592592592593,110
Orielle,2,1,13,0,0
Orien,53,0.0188679245283019,5,1,435
Orietta,1,1,5,0,0
Oril,3,0,0,1,18
Orilla,30,1,225,0,0
Orin,132,0,0,1,5146
Orina,1,1,5,0,0
Orinda,3,1,17,0,0
Orine,19,1,167,0,0
Oriole,1,1,5,0,0
Orion,114,0.184210526315789,259,1,9599
Oriona,1,1,8,0,0
Orionna,4,1,23,0,0
Oris,85,0.329411764705882,232,1,1655
Orise,2,0.5,5,0.5,5
Orisha,2,1,11,0,0
Orison,7,0,0,1,41
Orissa,11,1,61,0,0
Orit,17,1,111,0,0
Orita,3,1,15,0,0
Oriya,4,1,22,0,0
Oriyah,4,1,29,0,0
Oriyana,1,1,5,0,0
Orla,74,0.783783783783784,616,0.5,280
Orlagh,1,1,6,0,0
Orlaith,2,1,11,0,0
Orlan,61,0,0,1,911
Orland,94,0.0106382978723404,5,1,2051
Orlanda,55,0.581818181818182,253,0.872727272727273,538
Orlander,25,0,0,1,160
Orlandis,14,0,0,1,80
Orlando,132,0.234848484848485,242,1,44044
Orlandra,2,1,14,0,0
Orlandrea,1,1,8,0,0
Orlandria,10,1,80,0,0
Orlandus,19,0,0,1,116
Orlantha,2,1,11,0,0
Orlean,52,0.980769230769231,543,0.0769230769230769,22
Orlee,7,1,41,0.142857142857143,5
Orleen,1,1,5,0,0
Orlen,30,0,0,1,259
Orlena,75,1,647,0,0
Orlenda,1,1,5,0,0
Orlene,40,1,402,0,0
Orletta,5,1,37,0,0
Orley,46,0,0,1,459
Orli,23,1,231,0,0
Orlidia,1,1,5,0,0
Orlie,40,0.05,12,0.975,345
Orlin,82,0,0,1,1443
Orlinda,40,1,321,0,0
Orline,9,1,58,0,0
Orlis,1,0,0,1,5
Orlo,57,0,0,1,893
Orlondo,12,0,0,1,76
Orly,38,1,444,0,0
Orlyn,32,0,0,1,282
Orma,52,1,699,0,0
Ormah,2,1,11,0,0
Ormal,4,0,0,1,24
Orman,57,0,0,1,886
Ormand,27,0,0,1,206
Ormi,1,1,5,0,0
Ormond,51,0,0,1,513
Orna,6,1,37,0,0
Ornella,19,1,127,0,0
Orneta,1,1,6,0,0
Ornie,2,0,0,1,10
Oron,11,0,0,1,83
Oronde,25,0,0,1,292
Orothy,1,1,5,0,0
Orpah,15,1,107,0,0
Orpha,105,1,5938,0,0
Orpheus,12,0,0,1,76
Orphia,15,1,101,0,0
Orphie,4,1,24,0,0
Orphus,2,0,0,1,11
Orquidea,7,1,43,0,0
Orquidia,8,1,44,0,0
Orr,9,0.111111111111111,5,0.888888888888889,44
Orra,21,0.952380952380952,129,0.142857142857143,17
Orral,1,0,0,1,5
Orran,3,0,0,1,15
Orrel,2,0,0,1,10
Orrell,2,0,0,1,10
Orren,83,0,0,1,795
Orrey,1,0,0,1,5
Orrie,86,0.534883720930233,313,0.86046511627907,675
Orrin,132,0,0,1,5118
Orris,56,0.142857142857143,49,1,934
Orry,20,0,0,1,323
Orsen,1,0,0,1,5
Orsola,1,1,5,0,0
Orson,115,0,0,1,1483
Ortega,1,0,0,1,6
Ortencia,47,1,316,0,0
Ortensia,7,1,39,0,0
Ortha,26,1,254,0,0
Ortis,3,0,0,1,16
Ortiz,1,0,0,1,7
Orton,23,0,0,1,210
Ortrude,1,1,6,0,0
Orum,1,0,0,1,5
Orus,4,0,0,1,21
Orva,50,0.92,508,0.34,105
Orval,110,0.0181818181818182,12,1,7912
Orvall,8,0,0,1,47
Orvalle,3,0,0,1,16
Orvan,20,0,0,1,143
Orvel,61,0,0,1,1155
Orvell,20,0,0,1,136
Orvella,12,1,68,0,0
Orven,7,0,0,1,42
Orvetta,22,1,159,0,0
Orvid,5,0,0,1,27
Orvie,22,0,0,1,136
Orvil,74,0,0,1,1934
Orvile,17,0,0,1,118
Orvill,25,0,0,1,224
Orvilla,30,1,238,0,0
Orville,132,0.143939393939394,155,1,34867
Orvin,63,0,0,1,1108
Orvind,1,0,0,1,5
Orvis,51,0,0,1,940
Orvo,1,0,0,1,6
Orwin,7,0,0,1,49
Ory,14,0,0,1,147
Orya,1,1,5,0,0
Oryan,33,0,0,1,668
Oryn,2,0,0,1,12
Oryon,8,0,0,1,62
Orysia,2,1,11,0,0
Osa,62,1,647,0.193548387096774,82
Osagie,5,0,0,1,25
Osahon,2,0,0,1,10
Osama,38,0,0,1,798
Osamah,14,0,0,1,97
Osamu,14,0,0,1,94
Osanna,1,1,5,0,0
Osaretin,1,0,0,1,6
Osaze,10,0,0,1,76
Osbaldo,57,0,0,1,2803
Osbert,2,0,0,1,11
Osbie,2,0,0,1,12
Osbon,5,0,0,1,30
Osborn,52,0,0,1,483
Osborne,103,0,0,1,1563
Osbourne,2,0,0,1,12
Osburn,8,0,0,1,51
Osby,23,0,0,1,154
Oscar,132,0.772727272727273,1065,1,185397
Oscardaniel,1,0,0,1,5
Oscarjr,1,0,0,1,5
Osceola,31,0.709677419354839,148,0.354838709677419,61
Oscer,5,0,0,1,26
Osciel,1,0,0,1,5
Osco,2,0,0,1,12
Oscor,2,0,0,1,12
Ose,1,0,0,1,5
Osean,1,0,0,1,5
Oseas,17,0,0,1,181
Osee,2,1,11,0,0
Osei,27,0,0,1,187
Oseph,8,0,0,1,67
Osgood,3,0,0,1,18
Osha,29,1,274,0.275862068965517,75
Oshae,13,0,0,1,132
Oshai,4,0.5,10,0.75,18
Oshane,5,0,0,1,33
Oshanique,1,1,5,0,0
Oshanna,1,1,5,0,0
Oshawn,3,0,0,1,17
Oshay,23,0.217391304347826,39,1,315
Oshaye,2,0,0,1,10
Oshea,27,0.296296296296296,44,0.962962962962963,587
Osheana,2,1,11,0,0
Osheanna,3,1,17,0,0
Oshen,7,0.142857142857143,5,0.857142857142857,38
Osher,16,0,0,1,121
Oshia,2,1,11,0,0
Oshiana,1,1,7,0,0
Oshie,1,1,5,0,0
Oshua,11,0,0,1,95
Oshun,1,1,5,0,0
Oshyn,1,1,5,0,0
Osia,5,1,30,0,0
Osiah,3,0,0,1,19
Osiana,1,1,5,0,0
Osias,7,0,0,1,66
Osie,88,0.863636363636364,1354,0.772727272727273,747
Osiel,40,0,0,1,1702
Osinachi,2,0,0,1,12
Osiris,41,0.804878048780488,690,0.975609756097561,1129
Osirus,6,0,0,1,36
Osirys,2,1,10,0,0
Oskar,42,0,0,1,1455
Osker,25,0,0,1,210
Osler,1,0,0,1,5
Oslo,4,0,0,1,30
Osman,47,0,0,1,1854
Osmani,7,0,0,1,45
Osmany,12,0,0,1,93
Osmar,35,0,0,1,1433
Osmara,21,1,263,0,0
Osmary,2,1,11,0,0
Osmel,8,0,0,1,100
Osmer,2,0,0,1,12
Osmin,28,0,0,1,347
Osmo,2,0,0,1,13
Osmon,1,0,0,1,5
Osmond,45,0,0,1,316
Osmund,2,0,0,1,13
Osnas,1,1,5,0,0
Osric,13,0,0,1,71
Ossama,4,0,0,1,23
Ossian,3,0,0,1,17
Ossie,115,0.747826086956522,2912,0.939130434782609,1670
Ossiel,12,0,0,1,81
Ostara,1,1,5,0,0
Osteen,1,0,0,1,5
Ostell,1,0,0,1,7
Osten,14,0,0,1,115
Ostin,18,0,0,1,173
Ostyn,3,0,0,1,16
Osualdo,43,0,0,1,388
Osvaldo,70,0.0285714285714286,12,1,12192
Osvin,4,0,0,1,21
Oswald,132,0,0,1,3810
Oswaldo,76,0,0,1,5116
Oswell,12,0,0,1,84
Oswin,13,0,0,1,107
Osyris,1,0,0,1,5
Osyrus,1,0,0,1,5
Ota,33,1,215,0,0
Otavia,3,1,17,0,0
Otavio,3,0,0,1,21
Otavious,1,0,0,1,5
Oteka,1,1,5,0,0
Otelia,81,1,1184,0,0
Otella,8,1,50,0,0
Otello,1,0,0,1,5
Oteria,4,1,21,0,0
Otey,3,0,0,1,17
Otha,127,0.598425196850394,1403,0.992125984251969,6369
Othal,21,0.0476190476190476,5,1,174
Othan,1,0,0,1,5
Othar,15,0,0,1,97
Othel,52,0.403846153846154,154,0.980769230769231,732
Othelia,36,1,326,0,0
Othell,30,0.333333333333333,70,0.833333333333333,165
Othella,56,1,708,0,0
Othello,75,0.226666666666667,116,0.96,556
Other,23,0,0,1,190
Othie,5,0,0,1,29
Othman,23,0,0,1,199
Othmar,18,0,0,1,188
Othniel,23,0,0,1,186
Otho,104,0,0,1,3326
Othon,12,0,0,1,70
Othoniel,6,0,0,1,37
Othor,4,0,0,1,21
Otie,28,0.821428571428571,147,0.25,42
Oties,3,0,0,1,17
Otila,53,1,510,0,0
Otilia,110,1,1565,0,0
Otilio,52,0,0,1,343
Otilla,3,1,15,0,0
Otillia,19,1,126,0,0
Otillie,5,1,26,0,0
Otis,132,0.583333333333333,887,1,56404
Otisha,23,1,160,0,0
Otley,1,0,0,1,5
Otman,1,0,0,1,5
Otmer,3,0,0,1,16
Otniel,14,0,0,1,83
Otome,1,1,5,0,0
Otoniel,47,0,0,1,824
Otsie,1,1,5,0,0
Ott,14,0,0,1,84
Otta,7,1,38,0,0
Ottavia,2,1,13,0,0
Ottavio,9,0,0,1,61
Ottaway,1,0,0,1,5
Ottelia,1,1,5,0,0
Ottice,3,0,0,1,15
Ottie,85,0.823529411764706,1264,0.788235294117647,613
Ottilia,49,1,504,0,0
Ottilie,55,1,687,0,0
Ottillie,1,1,5,0,0
Ottis,119,0.19327731092437,174,1,4352
Ottmar,2,0,0,1,13
Otto,132,0.113636363636364,100,1,29193
Ottomar,1,0,0,1,5
Ottoniel,3,0,0,1,17
Otway,1,0,0,1,5
Oudia,6,1,35,0,0
Ouida,97,1,4886,0,0
Ouinton,1,0,0,1,5
Ouita,13,1,88,0,0
Oumar,18,0,0,1,343
Oumie,1,1,8,0,0
Oumou,16,1,326,0,0
Oumy,3,1,15,0,0
Ourania,14,1,94,0,0
Ourtney,1,1,5,0,0
Ousainou,1,0,0,1,5
Ousman,17,0,0,1,178
Ousmane,18,0,0,1,318
Oussama,1,0,0,1,6
Ova,75,0.88,1329,0.64,532
Ovada,2,1,12,0,0
Ovadia,1,0,0,1,5
Oval,42,0.333333333333333,101,0.952380952380952,500
Ovalee,1,1,7,0,0
Ovalene,1,1,6,0,0
Ovaline,7,1,46,0,0
Ove,7,0,0,1,40
Oved,9,0,0,1,55
Oveda,27,1,205,0,0
Ovedia,2,1,11,0,0
Oveida,1,1,7,0,0
Ovel,6,0.166666666666667,5,0.833333333333333,29
Ovelia,9,1,60,0,0
Oveline,2,1,12,0,0
Ovell,8,0.625,34,0.375,16
Ovella,40,1,418,0,0
Ovena,1,1,6,0,0
Overa,5,1,28,0,0
Overton,58,0,0,1,544
Oveta,32,1,216,0,0
Ovetta,20,1,118,0,0
Ovey,2,0,0,1,11
Ovia,1,1,7,0,0
Ovid,64,0,0,1,741
Ovida,27,1,181,0,0
Ovide,21,0,0,1,140
Ovidio,80,0,0,1,874
Ovie,61,0.622950819672131,365,0.688524590163934,382
Ovila,26,0,0,1,240
Ovis,2,0.5,5,0.5,5
Oviya,9,1,104,0,0
Owain,10,0,0,1,79
Owais,16,0,0,1,120
Owan,1,0,0,1,7
Oweda,8,1,44,0,0
Owen,132,0.265151515151515,317,1,122054
Owena,2,1,11,0,0
Owenn,5,0,0,1,33
Owens,68,0,0,1,667
Oweta,2,1,10,0,0
Owetta,1,1,5,0,0
Owin,10,0,0,1,102
Owyn,14,0.0714285714285714,5,1,311
Owynn,6,0,0,1,60
Oxana,2,1,10,0,0
Oyd,1,0,0,1,5
Oyindamola,9,0.888888888888889,57,0.111111111111111,5
Oyinkansola,7,1,42,0,0
Oyuki,17,1,139,0,0
Oyuky,9,1,59,0,0
Oz,14,0,0,1,217
Oza,26,0.884615384615385,154,0.192307692307692,26
Ozair,8,0,0,1,46
Ozan,12,0,0,1,113
Ozaria,2,1,10,0,0
Ozeal,1,1,6,0,0
Ozel,3,0.333333333333333,5,0.666666666666667,11
Ozelia,7,1,41,0,0
Ozell,100,0.58,1119,0.93,1698
Ozella,88,1,2277,0,0
Ozellar,2,1,10,0,0
Ozelle,26,1,343,0,0
Ozelma,3,1,18,0,0
Ozena,1,1,5,0,0
Ozetta,15,1,87,0,0
Ozia,1,0,0,1,6
Oziah,5,0,0,1,37
Ozias,12,0,0,1,167
Ozie,87,0.816091954022989,1235,0.827586206896552,932
Oziel,40,0,0,1,1235
Ozil,2,0,0,1,19
Ozioma,4,1,24,0,0
Ozion,1,0,0,1,5
Ozite,2,1,10,0,0
Ozkar,1,0,0,1,5
Ozlem,2,1,10,0,0
Ozmar,3,0,0,1,17
Ozro,9,0,0,1,66
Ozvaldo,1,0,0,1,6
Ozzie,112,0.526785714285714,666,0.955357142857143,2034
Ozziel,4,0,0,1,23
Ozzy,28,0,0,1,952
Pa,28,1,1338,0.0357142857142857,5
Paal,2,0,0,1,14
Paarth,10,0,0,1,68
Paayal,2,1,10,0,0
Pabel,4,0,0,1,22
Pabla,8,1,51,0,0
Pablita,10,1,58,0,0
Pablito,3,0,0,1,16
Pablo,131,0.0763358778625954,69,1,39359
Pace,30,0.0333333333333333,5,1,399
Pacen,7,0,0,1,72
Pacer,11,0,0,1,63
Pacey,14,1,143,1,444
Pacha,1,1,7,0,0
Pachia,22,1,200,0,0
Pacie,4,1,28,0,0
Pacience,4,1,25,0,0
Pacifica,1,1,6,0,0
Pacifico,1,0,0,1,5
Pacita,8,1,46,0,0
Packard,1,0,0,1,5
Packer,3,0,0,1,16
Paco,33,0,0,1,250
Pada,1,1,5,0,0
Paddy,30,0.8,248,0.4,75
Padee,4,1,22,0,0
Paden,27,0.740740740740741,164,1,1444
Pader,3,1,17,0,0
Padgett,2,1,10,0,0
Padma,5,1,30,0,0
Padme,6,1,41,0,0
Padmini,1,1,5,0,0
Padraic,58,0,0,1,893
Padraig,26,0,0,1,561
Padriac,1,0,0,1,5
Padric,2,0,0,1,12
Padrick,1,0,0,1,5
Padro,1,0,0,1,5
Padyn,1,1,5,0,0
Paedyn,4,1,22,0,0
Paelyn,3,1,34,0,0
Paelynn,1,1,6,0,0
Paesyn,1,1,6,0,0
Paeten,1,1,5,0,0
Paetin,1,1,5,0,0
Paeton,18,1,321,0.388888888888889,64
Paetra,1,1,6,0,0
Paetyn,16,1,493,0,0
Paetynn,1,1,7,0,0
Paeyton,3,1,28,0,0
Pagan,6,1,40,0,0
Page,111,0.873873873873874,3744,0.90990990990991,1489
Pageant,1,1,5,0,0
Pagen,1,1,5,0,0
Paget,7,1,44,0,0
Pagie,3,1,19,0,0
Pahal,2,1,11,0,0
Pahola,19,1,176,0,0
Pahoua,16,1,148,0,0
Pai,1,1,6,0,0
Paiden,8,0.875,56,0.625,31
Paidyn,1,1,8,0,0
Paig,1,1,5,0,0
Paige,98,0.928571428571429,124069,0.959183673469388,1325
Paigelyn,5,1,27,0,0
Paigelynn,2,1,10,0,0
Paighton,16,1,227,0,0
Paije,19,1,198,0,0
Paikea,2,1,13,0,0
Pailey,3,1,21,0,0
Paili,1,1,5,0,0
Pailyn,3,1,42,0,0
Pailynn,1,1,10,0,0
Pairlee,28,1,187,0,0
Paisely,1,1,6,0,0
Paisha,1,1,5,0,0
Paishance,1,1,6,0,0
Paishence,2,1,12,0,0
Paislea,2,1,10,0,0
Paislee,15,1,805,0,0
Paislei,2,1,14,0,0
Paisleigh,6,1,156,0,0
Paisley,41,1,7179,0.024390243902439,11
Paisli,3,1,19,0,0
Paislie,7,1,93,0,0
Paisly,7,1,70,0,0
Paison,1,1,8,0,0
Paisyn,2,1,31,0,0
Paiten,20,1,325,0.15,15
Paitin,4,1,23,0,0
Paitlyn,4,1,24,0,0
Paiton,20,1,942,0.65,144
Paityn,19,1,2502,0.157894736842105,17
Paitynn,7,1,85,0,0
Paiyton,3,1,19,0,0
Paizlee,9,1,161,0,0
Paizleigh,3,1,20,0,0
Paizley,14,1,285,0,0
Paizli,2,1,15,0,0
Paizlie,2,1,11,0,0
Paj,2,1,11,0,0
Paje,1,1,6,0,0
Pajtim,1,0,0,1,13
Pake,8,0,0,1,46
Pakou,14,1,148,0,0
Pal,28,0.0357142857142857,5,0.964285714285714,186
Pala,3,1,18,0,0
Paladin,5,0,0,1,31
Palak,28,1,269,0.0357142857142857,5
Palani,5,0,0,1,30
Palestine,25,1,169,0,0
Paley,3,1,17,0,0
Palin,4,1,105,0,0
Pallas,8,1,57,0,0
Pallavi,27,1,335,0,0
Pallie,28,1,176,0,0
Palma,91,1,3555,0,0
Palmena,1,1,5,0,0
Palmer,131,0.435114503816794,522,1,6878
Palmera,1,1,5,0,0
Palmina,26,1,273,0,0
Palmira,85,1,843,0,0
Palmyra,10,1,66,0,0
Paloma,44,1,6503,0,0
Palyn,4,1,75,0,0
Palynn,3,1,28,0,0
Pam,65,1,33126,0.0461538461538462,23
Pama,17,1,182,0,0
Pamala,67,1,7354,0,0
Pamale,6,1,35,0,0
Pamalee,9,1,63,0,0
Pamalia,1,1,5,0,0
Pamalla,4,1,23,0,0
Pamara,1,1,5,0,0
Pameal,1,1,5,0,0
Pamel,8,1,48,0,0
Pamela,108,1,593011,0.509259259259259,1387
Pamelia,68,1,2228,0,0
Pamella,78,1,3150,0,0
Pamelyn,15,1,118,0,0
Pami,12,1,87,0,0
Pamie,4,1,28,0,0
Pamila,38,1,755,0,0
Pamilla,7,1,44,0,0
Pamilyn,1,1,5,0,0
Pamla,40,1,795,0,0
Pamlea,14,1,102,0,0
Pamler,4,1,25,0,0
Pamlia,1,1,5,0,0
Pamlyn,1,1,5,0,0
Pamm,3,1,21,0,0
Pamma,1,1,5,0,0
Pammela,1,1,6,0,0
Pammi,1,1,5,0,0
Pammie,12,1,101,0,0
Pammy,19,1,379,0,0
Pamula,35,1,696,0,0
Panagiota,41,1,489,0,0
Panagiotes,1,0,0,1,6
Panagiotis,48,0,0,1,1058
Panav,2,0,0,1,12
Panayiota,13,1,80,0,0
Panayiotis,27,0,0,1,216
Panayotis,1,0,0,1,5
Panchita,1,1,5,0,0
Pancho,29,0,0,1,179
Panda,12,1,88,0,0
Pandi,1,1,5,0,0
Pandora,88,1,2508,0,0
Pandoria,1,1,5,0,0
Pandra,1,1,5,0,0
Pandy,2,1,14,0,0
Panela,1,1,5,0,0
Panfilo,36,0,0,1,218
Pang,22,1,615,0.0909090909090909,11
Panhia,12,1,97,0,0
Pankie,7,1,45,0,0
Pannie,1,1,5,0,0
Panos,4,0,0,1,22
Pansey,13,1,80,0,0
Pansie,12,1,78,0,0
Pansy,113,1,10945,0,0
Pansye,1,1,5,0,0
Pantaleon,11,0,0,1,60
Pantalion,1,0,0,1,5
Pantelis,28,0,0,1,180
Pantera,9,1,71,0,0
Pantha,1,1,5,0,0
Panthea,2,1,10,0,0
Pany,1,1,5,0,0
Panya,5,1,29,0,0
Panyia,1,1,5,0,0
Panzie,4,1,23,0,0
Panzy,17,1,92,0,0
Pao,21,0,0,1,301
Paola,56,1,20016,0.339285714285714,148
Paolina,14,1,125,0,0
Paolo,59,0,0,1,2828
Papa,17,0,0,1,163
Pape,11,0,0,1,104
Paquita,25,1,188,0,0
Par,1,1,5,0,0
Para,42,1,353,0,0
Paradice,2,1,11,0,0
Paradise,28,1,729,0,0
Paradyce,1,1,5,0,0
Parag,20,0,0,1,199
Paralee,81,1,1210,0,0
Param,13,0,0,1,151
Paramveer,2,0,0,1,11
Paras,32,0,0,1,254
Paraskevas,1,0,0,1,5
Paraskeve,1,1,7,0,0
Paraskevi,28,1,211,0,0
Pardeep,9,0,0,1,53
Pardis,1,1,5,0,0
Paree,2,1,10,0,0
Pareesa,1,1,5,0,0
Paresh,6,0,0,1,32
Parham,2,0,0,1,10
Pari,35,1,465,0,0
