Name,Year,F,M
Aatikah,2000,3,0
Aatikah,2001,4,0
Aatikah,2002,3,0
Aatikah,2003,4,0
Aatikah,2004,4,0
Aatikah,2005,3,0
Aatikah,2006,3,0
Aatikah,2007,5,0
Aatikah,2009,3,0
Aatikah,2010,4,0
Aatikah,2011,5,0
Aatiqa,2007,3,0
Aatiqa,2008,5,0
Aatiqah,1997,3,0
Aatiqah,2003,5,0
Aatiqah,2010,3,0
Aatish,1996,0,4
Aatreya,2012,0,1
Aava,2007,3,0
Aava,2009,1,0
Aava,2010,4,0
Aava-may,2012,1,0
Aavah,2012,1,0
Aavni,2012,4,0
Aavo,2012,0,1
Aavya,2011,1,0
Aaya,2001,4,0
Aaya,2002,6,0
Aaya,2003,4,0
Aaya,2005,11,0
Aaya,2006,4,0
Aaya,2007,4,0
Aaya,2008,3,0
Aaya,2009,4,0
Aaya,2010,4,0
Aaya,2012,5,0
Aayaan,2005,0,3
Aayaan,2006,0,3
Aayaan,2007,0,3
Aayaan,2008,0,3
Aayaan,2009,0,5
Aayaan,2012,0,5
Aayah,2004,5,0
Aayah,2006,3,0
Aayah,2007,4,0
Aayah,2009,5,0
Aayah,2010,6,0
Aayah,2011,7,0
Aayah,2012,9,0
Aayan,2004,0,4
Aayan,2005,0,15
Aayan,2006,0,73
Aayan,2007,0,105
Aayan,2008,0,105
Aayan,2009,0,127
Aayan,2010,0,87
Aayan,2011,0,81
Aayan,2012,0,88
Aayana,2012,4,0
Aayat,2005,3,0
Aayat,2006,4,0
Aayat,2007,4,0
Aayat,2010,5,0
Aayat,2011,8,0
Aayat,2012,40,0
Aaydan,2012,0,1
Aayden,2012,0,3
Aaydn,2009,0,1
Aayesha,1996,3,0
Aayesha,2001,4,0
Aayesha,2008,3,0
Aayisha,2012,1,0
Aayla,2005,3,0
Aayla,2006,4,0
Aayla,2007,4,0
Aayla,2011,4,0
Aayla,2012,4,0
Aaylah-rose,2012,1,0
Aaylie,2010,1,0
Aayra,2011,3,0
Aaysha,2004,4,0
Aaysha,2010,4,0
Aaysha,2011,4,0
Aayush,1996,0,3
Aayush,1997,0,4
Aayush,1999,0,4
Aayush,2001,0,5
Aayush,2002,0,4
Aayush,2003,0,4
Aayush,2004,0,11
Aayush,2005,0,19
Aayush,2006,0,13
Aayush,2007,0,12
Aayush,2008,0,15
Aayush,2009,0,18
Aayush,2010,0,23
Aayush,2011,0,27
Aayush,2012,0,21
Aayushi,2001,4,0
Aayushi,2006,3,0
Aayushi,2007,4,0
Aayushi,2008,5,0
Aayushi,2009,5,0
Aayushi,2010,5,0
Aayushi,2011,6,0
Aayza,2001,4,0
Aazan,2008,0,3
Aazan,2009,0,1
Aazeen,2011,4,0
Aba,2000,3,0
Aba,2010,3,0
Abaan,2002,0,3
Abaan,2005,0,5
Abaan,2007,0,4
Abaan,2009,0,6
Abaan,2011,0,8
Abaan,2012,0,6
Abaas,1998,0,4
Abaas,1999,0,5
Abaas,2000,0,4
Abaas,2003,0,3
Abaas,2004,0,3
Abaas,2006,0,5
Abaas,2008,0,4
Abaas,2012,0,3
Abagael,1999,4,0
Abagael,2010,1,0
Abagail,1996,3,0
Abagail,1997,3,0
Abagail,1998,5,0
Abagail,1999,5,0
Abagail,2000,5,0
Abagail,2010,1,0
Abaigeal,2004,3,0
Abaigh,2007,3,0
Aban,2005,0,4
Aban,2007,0,3
Aban,2008,0,4
Aban,2010,0,3
Aban,2011,0,3
Abanoub,1996,0,3
Abas,1996,0,6
Abas,1997,0,3
Abas,1998,0,4
Abas,2001,0,4
Abas,2002,0,4
Abas,2004,0,6
Abas,2009,0,5
Abas,2011,0,3
Abas,2012,0,3
Abasi-ima,2012,1,0
Abass,1996,0,3
Abass,1998,0,5
Abass,2001,0,7
Abass,2003,0,5
Abass,2008,0,3
Abass,2009,0,6
Abass,2010,0,3
Abayomi,1996,0,3
Abayomi,1997,0,5
Abayomi,1998,0,4
Abayomi,2000,0,3
Abayomi,2001,0,3
Abayomi,2004,0,3
Abayomi,2009,0,4
Abbaas,1997,0,3
Abbaas,1999,0,3
Abbaas,2002,0,4
Abbaas,2003,0,5
Abbaas,2004,0,3
Abbaas,2005,0,3
Abbaas,2007,0,3
Abbaas,2008,0,3
Abbad,2010,0,1
Abbaigh,2012,1,0
Abbas,1996,0,37
Abbas,1997,0,30
Abbas,1998,0,47
Abbas,1999,0,37
Abbas,2000,0,52
Abbas,2001,0,31
Abbas,2002,0,54
Abbas,2003,0,51
Abbas,2004,0,54
Abbas,2005,0,37
Abbas,2006,0,60
Abbas,2007,0,34
Abbas,2008,0,43
Abbas,2009,0,67
Abbas,2010,0,49
Abbas,2011,0,45
Abbas,2012,0,39
Abbas-hussein,2012,0,1
Abbass,1997,0,3
Abbe,1996,5,0
Abbe,1999,3,0
Abbe,2001,3,0
Abbe,2003,3,0
Abbe,2009,1,0
Abbee,1996,3,0
Abbee,1999,3,0
Abbegail,2011,1,0
Abbeigh,2012,1,0
Abbey,1996,249,0
Abbey,1997,274,0
Abbey,1998,244,0
Abbey,1999,238,0
Abbey,2000,222,0
Abbey,2001,220,0
Abbey,2002,202,0
Abbey,2003,192,0
Abbey,2004,188,0
Abbey,2005,117,0
Abbey,2006,98,0
Abbey,2007,93,0
Abbey,2008,114,0
Abbey,2009,95,0
Abbey,2010,102,0
Abbey,2011,100,0
Abbey,2012,91,0
Abbey-leigh,2002,4,0
Abbey-leigh,2003,4,0
Abbey-leigh,2012,1,0
Abbey-louise,1999,3,0
Abbey-louise,2009,1,0
Abbey-louise,2012,1,0
Abbeygail,1996,6,0
Abbeygail,1997,11,0
Abbeygail,1998,6,0
Abbeygail,1999,4,0
Abbeygail,2000,6,0
Abbeygail,2001,3,0
Abbeygail,2002,7,0
Abbeygail,2003,4,0
Abbeygail,2010,5,0
Abbeygail,2012,4,0
Abbeygale,1996,4,0
Abbeygale,1997,3,0
Abbeygale,2001,3,0
Abbeygale,2004,3,0
Abbeygayle,1996,4,0
Abbi,1996,72,0
Abbi,1997,84,0
Abbi,1998,76,0
Abbi,1999,75,0
Abbi,2000,103,0
Abbi,2001,95,0
Abbi,2002,102,0
Abbi,2003,102,0
Abbi,2004,106,0
Abbi,2005,79,0
Abbi,2006,76,0
Abbi,2007,38,0
Abbi,2008,55,0
Abbi,2009,60,0
Abbi,2010,44,0
Abbi,2011,43,0
Abbi,2012,35,0
Abbi-leigh,2003,4,0
Abbi-leigh,2009,1,0
Abbi-louise,2010,1,0
Abbi-louise,2011,1,0
Abbi-louise,2012,3,0
Abbi-mae,2007,3,0
Abbi-rose,2012,1,0
Abbie,1996,1297,0
Abbie,1997,1092,0
Abbie,1998,1097,0
Abbie,1999,1076,0
Abbie,2000,1152,0
Abbie,2001,1172,0
Abbie,2002,1193,0
Abbie,2003,1351,0
Abbie,2004,1328,0
Abbie,2005,1078,0
Abbie,2006,808,0
Abbie,2007,724,0
Abbie,2008,677,0
Abbie,2009,684,1
Abbie,2010,658,0
Abbie,2011,562,0
Abbie,2012,490,0
Abbie-anne,2010,1,0
Abbie-gail,2000,4,0
Abbie-gayle,1996,3,0
Abbie-grace,2008,3,0
Abbie-j,2010,1,0
Abbie-jai,2012,3,0
Abbie-james,2010,1,0
Abbie-jane,2002,3,0
Abbie-jane,2011,1,0
Abbie-jo,1997,3,0
Abbie-jo,2001,3,0
Abbie-jo,2002,3,0
Abbie-jo,2003,4,0
Abbie-jo,2006,3,0
Abbie-jo,2007,3,0
Abbie-jo,2009,1,0
Abbie-lea,2002,3,0
Abbie-lea,2005,3,0
Abbie-lee,2000,4,0
Abbie-lee,2006,3,0
Abbie-lee,2009,1,0
Abbie-lei,2009,1,0
Abbie-leigh,1996,5,0
Abbie-leigh,1997,3,0
Abbie-leigh,1998,13,0
Abbie-leigh,1999,8,0
Abbie-leigh,2000,3,0
Abbie-leigh,2001,3,0
Abbie-leigh,2002,6,0
Abbie-leigh,2003,9,0
Abbie-leigh,2004,8,0
Abbie-leigh,2005,7,0
Abbie-leigh,2006,6,0
Abbie-leigh,2007,4,0
Abbie-leigh,2008,10,0
Abbie-leigh,2009,10,0
Abbie-leigh,2010,4,0
Abbie-leigh,2011,7,0
Abbie-leigh,2012,5,0
Abbie-louise,1996,4,0
Abbie-louise,1997,6,0
Abbie-louise,1998,3,0
Abbie-louise,1999,7,0
Abbie-louise,2000,3,0
Abbie-louise,2002,8,0
Abbie-louise,2004,5,0
Abbie-louise,2005,3,0
Abbie-louise,2006,5,0
Abbie-louise,2007,3,0
Abbie-louise,2008,3,0
Abbie-louise,2009,3,0
Abbie-louise,2011,5,0
Abbie-mae,1999,5,0
Abbie-mae,2001,3,0
Abbie-mae,2002,3,0
Abbie-mae,2003,3,0
Abbie-mae,2007,6,0
Abbie-mae,2008,4,0
Abbie-mae,2011,3,0
Abbie-mae,2012,4,0
Abbie-mai,2006,3,0
Abbie-mai,2010,1,0
Abbie-marie,2011,1,0
Abbie-may,1999,3,0
Abbie-may,2000,4,0
Abbie-may,2002,4,0
Abbie-may,2003,3,0
Abbie-may,2005,6,0
Abbie-may,2008,3,0
Abbie-may,2009,5,0
Abbie-may,2010,4,0
Abbie-may,2011,4,0
Abbie-may,2012,3,0
Abbie-rayne,2011,1,0
Abbie-rose,1998,3,0
Abbie-rose,2001,3,0
Abbie-rose,2004,3,0
Abbie-rose,2005,3,0
Abbie-rose,2009,1,0
Abbie-rose,2011,3,0
Abbie-rose,2012,4,0
Abbie-violet,2011,1,0
Abbiegail,1996,4,0
Abbiegail,1997,3,0
Abbiegail,1998,5,0
Abbiegail,1999,7,0
Abbiegail,2000,4,0
Abbiegail,2001,5,0
Abbiegail,2002,5,0
Abbiegail,2003,7,0
Abbiegail,2004,10,0
Abbiegail,2005,9,0
Abbiegail,2006,4,0
Abbiegail,2008,3,0
Abbiegail,2009,5,0
Abbiegail,2010,3,0
Abbiegail,2011,3,0
Abbiegail,2012,5,0
Abbiegale,1997,3,0
Abbiegale,1999,4,0
Abbiegale,2001,3,0
Abbiegale,2003,4,0
Abbiegayle,1998,3,0
Abbieleigh,2005,3,0
Abbielouise,1998,3,0
Abbigael,2009,1,0
Abbigail,1996,47,0
Abbigail,1997,50,0
Abbigail,1998,38,0
Abbigail,1999,28,0
Abbigail,2000,40,0
Abbigail,2001,40,0
Abbigail,2002,35,0
Abbigail,2003,34,0
Abbigail,2004,34,0
Abbigail,2005,33,0
Abbigail,2006,21,0
Abbigail,2007,27,0
Abbigail,2008,27,0
Abbigail,2009,19,0
Abbigail,2010,24,0
Abbigail,2011,17,0
Abbigail,2012,20,0
Abbigale,1996,3,0
Abbigale,1997,8,0
Abbigale,1998,6,0
Abbigale,1999,7,0
Abbigale,2000,4,0
Abbigale,2001,3,0
Abbigale,2004,9,0
Abbigale,2005,5,0
Abbigale,2008,3,0
Abbigale,2009,6,0
Abbigale,2010,1,0
Abbigayle,1996,5,0
Abbigayle,1997,5,0
Abbigayle,1999,3,0
Abbigayle,2004,3,0
Abbigayle,2006,3,0
Abbigayle,2008,3,0
Abbigayle,2009,4,0
Abbighail,2012,1,0
Abbiney,2009,1,0
Abby,1996,276,0
Abby,1997,274,0
Abby,1998,287,0
Abby,1999,296,0
Abby,2000,375,0
Abby,2001,458,0
Abby,2002,476,0
Abby,2003,533,0
Abby,2004,426,0
Abby,2005,259,0
Abby,2006,168,0
Abby,2007,213,0
Abby,2008,145,0
Abby,2009,169,0
Abby,2010,159,0
Abby,2011,146,0
Abby,2012,113,0
Abby-gayle,2012,1,0
Abby-leigh,1999,5,0
Abby-leigh,2002,5,0
Abby-leigh,2009,2,0
Abby-leigh,2012,1,0
Abby-may,2003,3,0
Abbye,2011,1,0
Abbygail,1996,8,0
Abbygail,1997,8,0
Abbygail,1999,6,0
Abbygail,2000,16,0
Abbygail,2001,9,0
Abbygail,2002,8,0
Abbygail,2003,11,0
Abbygail,2004,6,0
Abbygail,2005,6,0
Abbygail,2006,6,0
Abbygail,2007,6,0
Abbygail,2008,4,0
Abbygail,2009,8,0
Abbygail,2010,3,0
Abbygail,2011,1,0
Abbygale,1997,5,0
Abbygale,2000,3,0
Abbygale,2004,4,0
Abbygayle,1996,3,0
Abbygayle,1997,3,0
Abd,1996,0,5
Abd,1997,0,4
Abd,1998,0,3
Abd,1999,0,4
Abd,2001,0,5
Abd,2002,0,8
Abd,2003,0,6
Abd,2004,0,7
Abd,2005,0,9
Abd,2006,0,9
Abd,2007,0,7
Abd,2008,0,8
Abd,2009,0,10
Abd,2010,0,12
Abd,2011,0,12
Abd,2012,0,8
Abd-alkudos,2011,0,1
Abd-allah,2012,0,1
Abd-alrahim,2011,0,1
Abd-ulmoeen,2011,0,1
Abdal,1996,0,7
Abdal,1998,0,3
Abdal,2009,0,3
Abdalhai,2010,0,1
Abdalkhalq,2010,0,1
Abdalla,1999,0,6
Abdalla,2000,0,3
Abdalla,2001,0,11
Abdalla,2002,0,4
Abdalla,2003,0,8
Abdalla,2004,0,10
Abdalla,2005,0,11
Abdalla,2006,0,12
Abdalla,2007,0,12
Abdalla,2008,0,10
Abdalla,2009,0,6
Abdalla,2010,0,10
Abdalla,2011,0,10
Abdalla,2012,0,10
Abdallah,1996,0,7
Abdallah,1998,0,6
Abdallah,1999,0,12
Abdallah,2000,0,9
Abdallah,2001,0,13
Abdallah,2002,0,14
Abdallah,2003,0,16
Abdallah,2004,0,20
Abdallah,2005,0,14
Abdallah,2006,0,22
Abdallah,2007,0,24
Abdallah,2008,0,18
Abdallah,2009,0,23
Abdallah,2010,0,34
Abdallah,2011,0,19
Abdallah,2012,0,20
Abdalmalak,2011,0,1
Abdalmalik,2012,0,1
Abdalrahman,2007,0,4
Abdalrahman,2010,0,3
Abdalrahman,2012,0,4
Abdarahman,2007,0,3
Abdel,1996,0,4
Abdel,1997,0,4
Abdel,1999,0,3
Abdel,2000,0,6
Abdel,2001,0,6
Abdel,2002,0,5
Abdel,2003,0,8
Abdel,2004,0,13
Abdel,2005,0,6
Abdel,2006,0,10
Abdel,2007,0,7
Abdel,2008,0,5
Abdel,2009,0,5
Abdel,2010,0,10
Abdel,2011,0,6
Abdel,2012,0,6
Abdelaziz,2009,0,3
Abdelkader,2010,0,4
Abdelkarim,1997,0,3
Abdelkarim,2007,0,3
Abdellah,2004,0,3
Abdellah,2005,0,6
Abdellah,2006,0,5
Abdellah,2008,0,6
Abdellah,2011,0,3
Abdellah,2012,0,3
Abdelmageed,2011,0,1
Abdelmalek,2008,0,3
Abdelmalek,2011,0,3
Abdelrahim,2010,0,3
Abdelrahman,1999,0,3
Abdelrahman,2002,0,5
Abdelrahman,2003,0,3
Abdelrahman,2005,0,6
Abdelrahman,2006,0,5
Abdelrahman,2008,0,5
Abdelrahman,2009,0,1
Abdelrahman,2010,0,6
Abdelrahman,2011,0,5
Abdelrahman,2012,0,7
Abdelrahmane,2003,0,3
Abdelrauof,2010,0,1
Abderahman,2006,0,3
Abderahman,2009,0,3
Abderahmane,2007,0,4
Abderrahmane,2007,0,4
Abderrahmane,2010,0,2
Abdi,1996,0,10
Abdi,1997,0,11
Abdi,1998,0,12
Abdi,1999,0,10
Abdi,2000,0,10
Abdi,2001,0,20
Abdi,2002,0,26
Abdi,2003,0,29
Abdi,2004,0,19
Abdi,2005,0,20
Abdi,2006,0,23
Abdi,2007,0,13
Abdi,2008,0,11
Abdi,2009,0,15
Abdi,2010,0,17
Abdi,2011,0,6
Abdi,2012,0,9
Abdiasis,2011,0,3
Abdiaziz,1997,0,3
Abdiaziz,1999,0,5
Abdiaziz,2001,0,4
Abdiaziz,2002,0,5
Abdiaziz,2004,0,4
Abdiaziz,2005,0,3
Abdiaziz,2006,0,5
Abdiaziz,2009,0,4
Abdiaziz,2012,0,5
Abdifatah,1996,0,3
Abdifatah,1998,0,3
Abdifatah,2000,0,3
Abdifatah,2001,0,4
Abdifatah,2002,0,7
Abdifatah,2003,0,5
Abdifatah,2004,0,5
Abdifatah,2005,0,7
Abdifatah,2006,0,4
Abdifatah,2007,0,7
Abdifatah,2008,0,5
Abdifatah,2010,0,4
Abdifatah,2011,0,7
Abdifatah,2012,0,3
Abdihafid,2010,0,4
Abdihafid,2012,0,4
Abdihakim,1997,0,5
Abdihakim,1998,0,3
Abdihakim,2005,0,6
Abdihakim,2010,0,4
Abdihakin,2004,0,3
Abdihamid,2004,0,3
Abdihamid,2005,0,4
Abdihamid,2011,0,3
Abdikadir,2001,0,3
Abdikadir,2011,0,4
Abdikarim,1999,0,3
Abdikarim,2001,0,3
Abdikarim,2003,0,3
Abdikarim,2004,0,4
Abdikarim,2005,0,6
Abdikarim,2006,0,3
Abdikarim,2007,0,5
Abdikarim,2009,0,3
Abdikarim,2010,0,4
Abdikarim,2012,0,3
Abdikarin,2005,0,3
Abdikhaliq,2005,0,3
Abdiladif,2007,0,4
Abdilahi,2003,0,4
Abdilahi,2004,0,4
Abdilahi,2005,0,3
Abdilahi,2009,0,4
Abdilahi,2011,0,4
Abdilahi,2012,0,3
Abdillahi,1999,0,3
Abdillahi,2000,0,5
Abdillahi,2001,0,3
Abdillahi,2002,0,3
Abdillahi,2003,0,5
Abdillahi,2004,0,4
Abdillahi,2005,0,3
Abdillahi,2006,0,3
Abdillahi,2007,0,5
Abdillahi,2008,0,4
Abdillahi,2009,0,3
Abdillahi,2010,0,4
Abdillahi,2012,0,3
Abdimajid,2005,0,4
Abdimajid,2007,0,4
Abdimajiid,2007,0,3
Abdimalik,1996,0,3
Abdimalik,2000,0,4
Abdimalik,2002,0,3
Abdimalik,2003,0,6
Abdimalik,2004,0,6
Abdimalik,2005,0,3
Abdimalik,2006,0,10
Abdimalik,2007,0,8
Abdimalik,2008,0,12
Abdimalik,2009,0,13
Abdimalik,2010,0,6
Abdimalik,2011,0,5
Abdimalik,2012,0,6
Abdinasir,1996,0,4
Abdinasir,1997,0,3
Abdinasir,1998,0,6
Abdinasir,2002,0,5
Abdinasir,2003,0,4
Abdinasir,2004,0,7
Abdinasir,2005,0,3
Abdinasir,2007,0,5
Abdinasir,2008,0,9
Abdinasir,2009,0,3
Abdinasir,2011,0,9
Abdiqani,2004,0,6
Abdiqani,2006,0,4
Abdiqani,2007,0,3
Abdiqani,2008,0,5
Abdiqani,2010,0,4
Abdiqani,2011,0,4
Abdiqani,2012,0,3
Abdirahiim,2008,0,3
Abdirahim,1999,0,3
Abdirahim,2001,0,4
Abdirahim,2002,0,5
Abdirahim,2003,0,6
Abdirahim,2004,0,5
Abdirahim,2005,0,9
Abdirahim,2006,0,9
Abdirahim,2007,0,5
Abdirahim,2008,0,5
Abdirahim,2009,0,8
Abdirahim,2010,0,4
Abdirahim,2011,0,4
Abdirahim,2012,0,3
Abdirahmaan,2006,0,4
Abdirahmaan,2010,0,3
Abdirahman,1996,0,13
Abdirahman,1997,0,10
Abdirahman,1998,0,32
Abdirahman,1999,0,26
Abdirahman,2000,0,25
Abdirahman,2001,0,25
Abdirahman,2002,0,37
Abdirahman,2003,0,58
Abdirahman,2004,0,67
Abdirahman,2005,0,92
Abdirahman,2006,0,98
Abdirahman,2007,0,88
Abdirahman,2008,0,89
Abdirahman,2009,0,75
Abdirahman,2010,0,74
Abdirahman,2011,0,71
Abdirahman,2012,0,65
Abdirashid,2000,0,3
Abdirashid,2005,0,5
Abdirashid,2006,0,3
Abdirashid,2008,0,5
Abdirashid,2009,0,3
Abdirashid,2010,0,3
Abdirashid,2011,0,4
Abdiraxman,2004,0,3
Abdirazaq,2008,0,3
Abdirisaq,1998,0,3
Abdirisaq,1999,0,3
Abdirisaq,2003,0,5
Abdirisaq,2005,0,4
Abdirisaq,2012,0,3
Abdirizak,1997,0,3
Abdirizak,2002,0,3
Abdirizak,2003,0,3
Abdirizak,2005,0,3
Abdirizak,2006,0,4
Abdirizak,2007,0,4
Abdirizak,2011,0,3
Abdisalam,2006,0,3
Abdisalam,2007,0,4
Abdisalam,2008,0,4
Abdisalam,2011,0,4
Abdisamad,2004,0,4
Abdisamad,2005,0,5
Abdisamad,2006,0,4
Abdisamad,2008,0,4
Abdisamad,2010,0,4
Abdisamad,2012,0,3
Abdishakur,1999,0,4
Abdishakur,2001,0,6
Abdishakur,2003,0,4
Abdishakur,2004,0,5
Abdishakur,2005,0,4
Abdishakur,2006,0,4
Abdishakur,2007,0,7
Abdishakur,2011,0,5
Abdishakur,2012,0,5
Abdiwahab,2010,0,3
Abdiwahid,2006,0,3
Abdiwali,1996,0,3
Abdorahman,2010,0,1
Abdou,1997,0,4
Abdou,1998,0,3
Abdou,1999,0,4
Abdou,2000,0,4
Abdou,2002,0,4
Abdou,2004,0,3
Abdou,2006,0,4
Abdou,2009,0,3
Abdou,2010,0,6
Abdou,2012,0,5
Abdouallah,2009,0,1
Abdoul,2008,0,3
Abdoul,2009,0,4
Abdoul,2010,0,6
Abdoul,2011,0,5
Abdoul,2012,0,4
Abdoulaye,2001,0,3
Abdoulaye,2009,0,5
Abdoulaye,2010,0,3
Abdoulaye,2011,0,3
Abdoulie,1996,0,3
Abdoulie,1997,0,3
Abdoulie,2002,0,5
Abdoulie,2003,0,4
Abdoulie,2004,0,4
Abdoulie,2005,0,6
Abdoulie,2006,0,4
Abdoulie,2007,0,5
Abdoulie,2008,0,5
Abdoulie,2009,0,7
Abdoulie,2010,0,7
Abdoulie,2011,0,7
Abdoulie,2012,0,6
Abdoullah,2010,0,3
Abdoulnour,2011,0,1
Abdourahman,2001,0,3
Abdourahman,2011,0,3
Abdourahman,2012,0,4
Abdu,1996,0,5
Abdu,2004,0,3
Abdu,2007,0,3
Abdu,2008,0,3
Abdu,2010,0,3
Abdu,2011,0,5
Abdualeem,2010,0,1
Abduallah,2010,0,4
Abdul,1996,0,201
Abdul,1997,0,239
Abdul,1998,0,234
Abdul,1999,0,227
Abdul,2000,0,230
Abdul,2001,0,232
Abdul,2002,0,260
Abdul,2003,0,308
Abdul,2004,0,285
Abdul,2005,0,279
Abdul,2006,0,312
Abdul,2007,0,298
Abdul,2008,0,298
Abdul,2009,0,327
Abdul,2010,0,355
Abdul,2011,0,289
Abdul,2012,0,327
Abdul-,2002,0,4
Abdul-,2003,0,4
Abdul-,2006,0,4
Abdul-,2008,0,3
Abdul-,2011,0,4
Abdul-ahad,2007,0,4
Abdul-ahad,2008,0,4
Abdul-ahad,2010,0,4
Abdul-ahad,2011,0,5
Abdul-ahad,2012,0,7
Abdul-aleem,2008,0,3
Abdul-azeez,1996,0,4
Abdul-azeez,1997,0,3
Abdul-azeez,1998,0,5
Abdul-azeez,1999,0,3
Abdul-azeez,2001,0,6
Abdul-aziz,1996,0,3
Abdul-aziz,1997,0,5
Abdul-aziz,1998,0,3
Abdul-aziz,1999,0,3
Abdul-aziz,2003,0,3
Abdul-aziz,2005,0,6
Abdul-aziz,2007,0,3
Abdul-aziz,2009,0,3
Abdul-aziz,2012,0,3
Abdul-baasit,2008,0,3
Abdul-basit,2009,0,1
Abdul-basit,2010,0,3
Abdul-haadi,2007,0,3
Abdul-haadi,2012,0,5
Abdul-hadi,2007,0,3
Abdul-hadi,2009,0,3
Abdul-hadi,2010,0,3
Abdul-hadi,2011,0,7
Abdul-hadi,2012,0,6
Abdul-hafiz,2012,0,1
Abdul-hakeem,2000,0,3
Abdul-hakeem,2004,0,3
Abdul-hakeem,2006,0,3
Abdul-hakeem,2010,0,7
Abdul-hakeem,2011,0,3
Abdul-hakeem,2012,0,3
Abdul-hakim,2010,0,1
Abdul-hannan,2010,0,3
Abdul-haseeb,1999,0,3
Abdul-kareem,1996,0,3
Abdul-kareem,2003,0,4
Abdul-kareem,2006,0,3
Abdul-kareem,2008,0,6
Abdul-kareem,2011,0,6
Abdul-karim,1998,0,3
Abdul-karim,2004,0,5
Abdul-karim,2010,0,1
Abdul-lateef,2005,0,3
Abdul-majeed,2009,0,1
Abdul-malik,1999,0,3
Abdul-malik,2005,0,3
Abdul-malik,2008,0,4
Abdul-malik,2009,0,8
Abdul-malik,2010,0,9
Abdul-malik,2011,0,4
Abdul-malik,2012,0,7
Abdul-mateen,2004,0,3
Abdul-muiz,2012,0,1
Abdul-nasir,1997,0,3
Abdul-qayyum,2010,0,3
Abdul-raheem,1998,0,4
Abdul-raheem,2000,0,5
Abdul-raheem,2001,0,3
Abdul-raheem,2002,0,4
Abdul-raheem,2004,0,3
Abdul-raheem,2005,0,3
Abdul-raheem,2006,0,7
Abdul-raheem,2007,0,5
Abdul-raheem,2008,0,7
Abdul-raheem,2009,0,7
Abdul-raheem,2010,0,6
Abdul-raheem,2011,0,11
Abdul-raheem,2012,0,9
Abdul-rahim,2004,0,3
Abdul-rahim,2005,0,4
Abdul-rahim,2009,0,3
Abdul-rahman,1997,0,5
Abdul-rahman,1998,0,7
Abdul-rahman,1999,0,3
Abdul-rahman,2000,0,4
Abdul-rahman,2001,0,7
Abdul-rahman,2002,0,6
Abdul-rahman,2003,0,6
Abdul-rahman,2004,0,6
Abdul-rahman,2005,0,6
Abdul-rahman,2006,0,6
Abdul-rahman,2007,0,11
Abdul-rahman,2008,0,6
Abdul-rahman,2009,0,11
Abdul-rahman,2010,0,6
Abdul-rahman,2011,0,11
Abdul-rahman,2012,0,13
Abdul-rehman,2009,0,4
Abdul-rehman,2010,0,1
Abdul-rehman,2011,0,4
Abdul-rehman,2012,0,1
Abdul-samad,1998,0,3
Abdul-samad,2010,0,1
Abdul-samad,2011,0,1
Abdul-sami,2009,0,4
Abdul-sami,2011,0,3
Abdul-sami,2012,0,4
Abdul-shafi,2011,0,1
Abdul-wahaab,2005,0,3
Abdul-wahhab,2010,0,3
Abdul-wahhab,2011,0,3
Abdula,2003,0,3
Abdula,2005,0,3
Abdula,2007,0,3
Abdula,2010,0,1
Abdulaahi,2004,0,6
Abdulaahi,2007,0,4
Abdulah,1996,0,3
Abdulah,1997,0,3
Abdulah,1998,0,3
Abdulah,2004,0,6
Abdulah,2007,0,4
Abdulah,2008,0,4
Abdulah,2009,0,5
Abdulah,2012,0,4
Abdulahad,2006,0,3
Abdulahad,2007,0,3
Abdulahad,2010,0,7
Abdulahi,1997,0,3
Abdulahi,1998,0,5
Abdulahi,1999,0,8
Abdulahi,2000,0,7
Abdulahi,2001,0,14
Abdulahi,2002,0,12
Abdulahi,2003,0,27
Abdulahi,2004,0,19
Abdulahi,2005,0,23
Abdulahi,2006,0,19
Abdulahi,2007,0,16
Abdulahi,2008,0,20
Abdulahi,2009,0,26
Abdulahi,2010,0,14
Abdulahi,2011,0,15
Abdulahi,2012,0,12
Abdulai,2004,0,3
Abdulai,2006,0,3
Abdulai,2008,0,3
Abdulai,2009,0,3
Abdulai,2012,0,3
Abdulaleem,2008,0,3
Abdulameer,2012,0,1
Abdulazeez,1996,0,3
Abdulazeez,2002,0,4
Abdulazeez,2009,0,3
Abdulazeez,2010,0,3
Abdulazis,2011,0,1
Abdulaziz,1996,0,7
Abdulaziz,1997,0,8
Abdulaziz,1998,0,9
Abdulaziz,1999,0,6
Abdulaziz,2000,0,4
Abdulaziz,2001,0,14
Abdulaziz,2002,0,10
Abdulaziz,2003,0,7
Abdulaziz,2004,0,14
Abdulaziz,2005,0,15
Abdulaziz,2006,0,14
Abdulaziz,2007,0,16
Abdulaziz,2008,0,15
Abdulaziz,2009,0,26
Abdulaziz,2010,0,27
Abdulaziz,2011,0,20
Abdulaziz,2012,0,27
Abdulbasit,1999,0,3
Abdulbasit,2008,0,8
Abdulbasit,2009,0,5
Abdulbasit,2010,0,6
Abdulbasit,2011,0,3
Abdulbasit,2012,0,5
Abdulfatah,2008,0,3
Abdulfatah,2009,0,1
Abdulfawaz,2009,0,1
Abdulhadi,2005,0,3
Abdulhadi,2007,0,4
Abdulhadi,2009,0,4
Abdulhadi,2011,0,7
Abdulhadi,2012,0,15
Abdulhakeem,2001,0,3
