Name,Year,F,M
Tian,2011,4,16
Tian,2012,5,14
Tiana,1996,33,0
Tiana,1997,42,0
Tiana,1998,51,0
Tiana,1999,63,0
Tiana,2000,65,0
Tiana,2001,61,0
Tiana,2002,88,0
Tiana,2003,126,0
Tiana,2004,160,0
Tiana,2005,146,0
Tiana,2006,163,0
Tiana,2007,201,0
Tiana,2008,211,0
Tiana,2009,169,0
Tiana,2010,218,0
Tiana,2011,231,0
Tiana,2012,202,0
Tiana-leigh,2009,3,0
Tiana-leigh,2010,3,0
Tiana-leigh,2012,3,0
Tiana-mai,2012,3,0
Tiana-marie,2009,3,0
Tiana-rose,2010,6,0
Tiana-rose,2012,7,0
Tianah,2003,5,0
Tianah,2004,3,0
Tianah,2007,7,0
Tianah,2008,4,0
Tianah,2009,4,0
Tianah,2010,10,0
Tianah,2011,7,0
Tianah,2012,5,0
Tiane,2001,3,0
Tianee,2003,5,0
Tianey,1998,3,0
Tianey,1999,3,0
Tianey,2001,3,0
Tianey,2002,3,0
Tianey,2006,3,0
Tianey,2011,4,0
Tiani,1999,5,0
Tiani,2002,4,0
Tiani,2005,11,0
Tiani,2006,7,0
Tiani,2007,11,0
Tiani,2008,8,0
Tiani,2009,3,0
Tiani,2010,8,0
Tiani,2011,5,0
Tianie,2005,7,0
Tianie,2006,3,0
Tianie,2007,3,0
Tiann,1999,6,0
Tiann,2000,3,0
Tiann,2004,3,0
Tiann,2007,3,0
Tiann,2009,3,0
Tiann,2010,3,0
Tianna,1996,28,0
Tianna,1997,45,0
Tianna,1998,48,0
Tianna,1999,61,0
Tianna,2000,74,0
Tianna,2001,71,0
Tianna,2002,50,0
Tianna,2003,98,0
Tianna,2004,87,0
Tianna,2005,94,0
Tianna,2006,118,0
Tianna,2007,136,0
Tianna,2008,186,0
Tianna,2009,156,0
Tianna,2010,185,0
Tianna,2011,180,0
Tianna,2012,163,0
Tianna-leigh,2008,3,0
Tianna-leigh,2010,5,0
Tianna-leigh,2012,4,0
Tianna-mai,2012,3,0
Tianna-marie,2009,3,0
Tianna-marie,2012,3,0
Tianna-may,2011,4,0
Tianna-may,2012,3,0
Tianna-rose,2011,5,0
Tianna-rose,2012,5,0
Tiannah,1999,6,0
Tiannah,2000,5,0
Tiannah,2003,5,0
Tiannah,2004,6,0
Tiannah,2005,7,0
Tiannah,2006,9,0
Tiannah,2007,8,0
Tiannah,2008,12,0
Tiannah,2009,12,0
Tiannah,2010,8,0
Tiannah,2011,10,0
Tiannah,2012,9,0
Tianne,1996,5,0
Tianne,1997,6,0
Tianne,1998,4,0
Tianne,1999,3,0
Tianne,2000,8,0
Tianne,2001,4,0
Tianne,2002,5,0
Tianne,2003,6,0
Tianne,2004,6,0
Tianne,2005,6,0
Tianne,2006,5,0
Tianne,2007,5,0
Tianne,2008,5,0
Tianne,2009,3,0
Tianne,2010,5,0
Tianne,2011,3,0
Tianne,2012,8,0
Tianni,2007,3,0
Tianni,2008,5,0
Tiano,2007,0,3
Tianxing,2012,0,1
Tianyi,2011,0,4
Tiara,1997,4,0
Tiara,1998,5,0
Tiara,1999,5,0
Tiara,2000,5,0
Tiara,2001,5,0
Tiara,2002,3,0
Tiara,2003,5,0
Tiara,2004,10,0
Tiara,2005,20,0
Tiara,2006,15,0
Tiara,2007,17,0
Tiara,2008,7,0
Tiara,2009,16,0
Tiara,2010,19,0
Tiara,2011,17,0
Tiara,2012,24,0
Tiarah,2007,3,0
Tiaraoluwa,2010,3,0
Tiarn,2002,3,0
Tiarna,1996,5,0
Tiarna,1997,19,0
Tiarna,1998,25,0
Tiarna,1999,19,0
Tiarna,2000,29,0
Tiarna,2001,23,0
Tiarna,2002,16,0
Tiarna,2003,26,0
Tiarna,2004,15,0
Tiarna,2005,24,0
Tiarna,2006,34,0
Tiarna,2007,27,0
Tiarna,2008,42,0
Tiarna,2009,37,0
Tiarna,2010,35,0
Tiarna,2011,30,0
Tiarna,2012,38,0
Tiarnach,2001,0,4
Tiarnan,1996,0,12
Tiarnan,1997,0,45
Tiarnan,1998,0,49
Tiarnan,1999,0,59
Tiarnan,2000,0,50
Tiarnan,2001,0,51
Tiarnan,2002,0,42
Tiarnan,2003,0,34
Tiarnan,2004,0,32
Tiarnan,2005,0,36
Tiarnan,2006,0,36
Tiarnan,2007,0,30
Tiarnan,2008,0,28
Tiarnan,2009,0,12
Tiarnan,2010,0,24
Tiarnan,2011,0,15
Tiarnan,2012,0,16
Tiarni,2006,3,0
Tiarni,2007,5,0
Tiarni,2009,5,0
Tiarni,2010,5,0
Tiarni,2011,3,0
Tiarni,2012,3,0
Tiarnna,2004,3,0
Tiarra,2007,3,0
Tiaunna,1999,6,0
Tiba,2010,3,0
Tiberius,2009,0,1
Tiberius,2011,0,3
Tiberius,2012,0,9
Tibor,2006,0,3
Tibor,2007,0,6
Tibor,2008,0,4
Tibor,2009,0,7
Tibor,2010,0,1
Tibor,2011,0,3
Tibor,2012,0,1
Tida,2001,3,0
Tida,2011,4,0
Tida,2012,5,0
Tidiane,2010,0,1
Tidyel,2012,0,1
Tiegan,1997,88,3
Tiegan,1998,220,0
Tiegan,1999,154,0
Tiegan,2000,152,0
Tiegan,2001,190,0
Tiegan,2002,154,0
Tiegan,2003,118,0
Tiegan,2004,116,0
Tiegan,2005,109,0
Tiegan,2006,83,0
Tiegan,2007,60,0
Tiegan,2008,52,0
Tiegan,2009,47,0
Tiegan,2010,27,0
Tiegan,2011,18,0
Tiegan,2012,15,0
Tieghan,2001,3,0
Tieghan,2006,3,0
Tien,2001,0,3
Tien,2002,0,5
Tien,2004,0,3
Tien,2007,0,8
Tien,2009,3,4
Tien,2010,0,7
Tien,2011,0,5
Tien,2012,3,7
Tienna,2006,5,0
Tienna,2007,6,0
Tienna,2008,5,0
Tienna,2009,7,0
Tienna,2010,4,0
Tienna,2011,4,0
Tienna,2012,4,0
Tiera,1996,3,0
Tiera,1998,3,0
Tieran,1999,0,3
Tieran,2002,0,3
Tieran,2005,0,4
Tieren,2011,0,3
Tierna,1998,13,0
Tierna,1999,7,0
Tierna,2000,11,0
Tierna,2001,12,0
Tierna,2002,9,0
Tierna,2003,11,0
Tierna,2004,8,0
Tierna,2005,10,0
Tierna,2006,4,0
Tierna,2007,12,0
Tierna,2008,5,0
Tierna,2009,11,0
Tierna,2010,11,0
Tierna,2012,6,0
Tiernagh,2001,3,0
Tiernagh,2002,3,0
Tiernagh,2004,3,0
Tiernagh,2005,3,0
Tiernan,1996,0,10
Tiernan,1997,0,27
Tiernan,1998,0,31
Tiernan,1999,0,60
Tiernan,2000,0,57
Tiernan,2001,0,63
Tiernan,2002,0,53
Tiernan,2003,0,57
Tiernan,2004,0,66
Tiernan,2005,0,72
Tiernan,2006,0,70
Tiernan,2007,0,81
Tiernan,2008,0,85
Tiernan,2009,0,57
Tiernan,2010,0,64
Tiernan,2011,0,50
Tiernan,2012,0,51
Tierney,1996,19,0
Tierney,1997,41,0
Tierney,1998,46,0
Tierney,1999,45,0
Tierney,2000,54,0
Tierney,2001,40,0
Tierney,2002,29,0
Tierney,2003,40,0
Tierney,2004,32,3
Tierney,2005,42,0
Tierney,2006,31,0
Tierney,2007,21,0
Tierney,2008,23,0
Tierney,2009,19,0
Tierney,2010,12,0
Tierney,2011,12,0
Tierney,2012,15,0
Tierni,2000,3,0
Tiernie,2010,3,0
Tierny,2001,3,0
Tieron,2004,0,3
Tierra,2002,3,0
Tierra,2005,3,0
Tierra,2006,3,0
Tierra,2007,7,0
Tierra,2010,7,0
Tierra,2011,5,0
Tierra,2012,3,0
Ties,2010,0,1
Tiesha,2001,3,0
Tiesha,2002,3,0
Tiesha,2005,5,0
Tiesha,2007,3,0
Tifani,2011,3,0
Tifeoluwa,2006,3,0
Tifeoluwa,2011,3,0
Tiffaney,2011,4,0
Tiffani,1996,12,0
Tiffani,1997,6,0
Tiffani,1998,11,0
Tiffani,1999,4,0
Tiffani,2003,6,0
Tiffani,2005,3,0
Tiffani,2007,4,0
Tiffani,2008,4,0
Tiffani,2010,4,0
Tiffani,2012,3,0
Tiffanie,1996,5,0
Tiffanie,1998,4,0
Tiffanie,1999,6,0
Tiffanie,2000,4,0
Tiffanie,2004,4,0
Tiffanie,2008,8,0
Tiffanie,2009,8,0
Tiffanie,2011,3,0
Tiffany,1996,346,0
Tiffany,1997,464,0
Tiffany,1998,337,0
Tiffany,1999,275,0
Tiffany,2000,207,0
Tiffany,2001,164,0
Tiffany,2002,171,0
Tiffany,2003,170,0
Tiffany,2004,171,0
Tiffany,2005,189,0
Tiffany,2006,180,0
Tiffany,2007,179,0
Tiffany,2008,195,0
Tiffany,2009,204,0
Tiffany,2010,204,0
Tiffany,2011,178,0
Tiffany,2012,156,0
Tiffany-marie,2009,3,0
Tiffany-rose,2011,6,0
Tiffany-rose,2012,3,0
Tiffiny,1996,3,0
Tiffiny,1997,5,0
Tiffiny,2002,3,0
Tiffiny,2009,4,0
Tigan,2001,3,0
Tigan,2003,5,0
Tigan,2004,3,0
Tigan,2005,4,0
Tigan,2006,3,0
Tiger,1997,4,3
Tiger,1998,0,8
Tiger,1999,4,10
Tiger,2000,4,10
Tiger,2001,18,11
Tiger,2002,13,14
Tiger,2003,12,13
Tiger,2004,8,8
Tiger,2005,6,9
Tiger,2006,5,11
Tiger,2007,4,7
Tiger,2008,5,10
Tiger,2009,6,11
Tiger,2010,8,22
Tiger,2011,5,9
Tiger,2012,7,10
Tiger-lilly,2009,3,0
Tiger-lilly,2011,3,0
Tiger-lilly,2012,4,0
Tiger-lily,2002,6,0
Tiger-lily,2003,3,0
Tiger-lily,2004,4,0
Tiger-lily,2005,5,0
Tiger-lily,2006,3,0
Tiger-lily,2007,6,0
Tiger-lily,2009,5,0
Tiger-lily,2010,3,0
Tiger-lily,2011,6,0
Tigerlilly,2005,3,0
Tigerlilly,2010,3,0
Tigerlily,2001,5,0
Tigerlily,2002,4,0
Tigerlily,2003,8,0
Tigerlily,2004,6,0
Tigerlily,2005,8,0
Tigerlily,2006,6,0
Tigerlily,2007,8,0
Tigerlily,2008,9,0
Tigerlily,2009,9,0
Tigerlily,2010,9,0
Tigerlily,2011,11,0
Tigerlily,2012,10,0
Tiggy,1998,5,0
Tiggy,1999,6,0
Tiggy,2000,3,0
Tiggy,2001,3,0
Tiggy,2003,5,0
Tiggy,2005,5,0
Tiggy,2006,8,0
Tiggy,2007,5,0
Tiggy,2008,5,0
Tiggy,2009,6,0
Tiggy,2010,6,0
Tiggy,2011,4,0
Tiggy,2012,3,0
Tighe,1998,0,3
Tighe,2000,0,4
Tighe,2002,0,3
Tighe,2005,0,3
Tighe,2006,0,3
Tighe,2008,0,4
Tighe,2009,0,3
Tighe,2010,0,3
Tighearnan,1998,0,3
Tighearnan,2006,0,4
Tighearnan,2008,0,3
Tihana,2010,3,0
Tihanna,2007,6,0
Tihanna,2009,6,0
Tihanna,2010,3,0
Tihanna,2011,3,0
Tihanna,2012,3,0
Tiia,2010,3,0
Tiijae,2011,0,1
Tija,2008,3,0
Tija,2010,4,0
Tija,2011,4,0
Tija,2012,3,0
Tijan,1999,0,3
Tijan,2003,0,4
Tijan,2005,0,3
Tijan,2007,0,3
Tijan,2008,0,3
Tijan,2009,0,3
Tijan,2011,0,4
Tijan,2012,0,4
Tijana,2000,4,0
Tijana,2001,6,0
Tijana,2002,5,0
Tijana,2003,3,0
Tijana,2012,3,0
Tijani,2007,0,3
Tijen,2002,3,0
Tila,2008,7,0
Tila,2010,3,0
Tilak,1996,0,4
Tilak,2005,0,3
Tilak,2006,0,5
Tilak,2007,0,4
Tilak,2008,0,5
Tilak,2010,0,4
Tilda,1996,4,0
Tilda,1997,4,0
Tilda,1999,6,0
Tilda,2000,3,0
Tilda,2001,5,0
Tilda,2002,6,0
Tilda,2003,10,0
Tilda,2004,8,0
Tilda,2005,6,0
Tilda,2006,12,0
Tilda,2007,8,0
Tilda,2008,17,0
Tilda,2009,15,0
Tilda,2010,17,0
Tilda,2011,12,0
Tilda,2012,18,0
Tileah,2004,3,0
Tileah,2005,3,0
Tileah,2011,6,0
Tili,2005,3,0
Tilia,1999,3,0
Tilia,2003,3,0
Tilia,2005,3,0
Tilia,2007,3,0
Tilia,2008,7,0
Tilia,2009,3,0
Tilia,2011,3,0
Tilia,2012,3,0
Tilisha,1999,4,0
Tilisha,2012,7,0
Tillee,2006,5,0
Tillee,2008,3,0
Tillee,2009,4,0
Tilleigh,2007,4,0
Tilley,1996,3,0
Tilley,1997,5,0
Tilley,1999,3,0
Tilley,2000,3,0
Tilley,2001,5,0
Tilley,2002,10,0
Tilley,2003,9,0
Tilley,2004,8,0
Tilley,2005,5,0
Tilley,2006,11,0
Tilley,2007,5,0
Tilley,2008,8,0
Tilley,2009,6,0
Tilley,2010,7,0
Tilley,2011,10,0
Tilley,2012,8,0
Tilli,1997,3,0
Tilli,1998,3,0
Tilli,1999,3,0
Tilli,2000,4,0
Tilli,2002,4,0
Tilli,2003,8,0
Tilli,2004,10,0
Tilli,2005,4,0
Tilli,2006,7,0
Tilli,2007,10,0
Tilli,2008,12,0
Tilli,2009,8,0
Tilli,2010,7,0
Tilli,2011,8,0
Tilli,2012,4,0
Tillia,2012,7,0
Tilliah,2006,3,0
Tillie,1996,17,0
Tillie,1997,16,0
Tillie,1998,15,0
Tillie,1999,21,0
Tillie,2000,23,0
Tillie,2001,24,0
Tillie,2002,27,0
Tillie,2003,45,0
Tillie,2004,69,0
Tillie,2005,66,0
Tillie,2006,73,0
Tillie,2007,105,0
Tillie,2008,82,0
Tillie,2009,78,0
Tillie,2010,98,0
Tillie,2011,104,0
Tillie,2012,122,0
Tillie-mae,2004,6,0
Tillie-mae,2005,3,0
Tillie-mae,2006,5,0
Tillie-mae,2007,3,0
Tillie-mae,2008,4,0
Tillie-mae,2009,3,0
Tillie-mae,2010,9,0
Tillie-mae,2011,5,0
Tillie-mae,2012,15,0
Tillie-mai,2007,3,0
Tillie-mai,2008,3,0
Tillie-mai,2009,4,0
Tillie-mai,2011,6,0
Tillie-may,2011,8,0
Tillie-may,2012,3,0
Tillie-rose,2011,6,0
Tillie-rose,2012,6,0
Tilly,1996,105,0
Tilly,1997,121,0
Tilly,1998,135,0
Tilly,1999,194,0
Tilly,2000,193,0
Tilly,2001,159,0
Tilly,2002,241,0
Tilly,2003,414,0
Tilly,2004,506,0
Tilly,2005,557,0
Tilly,2006,545,0
Tilly,2007,561,0
Tilly,2008,616,0
Tilly,2009,721,0
Tilly,2010,698,0
Tilly,2011,582,0
Tilly,2012,627,0
Tilly-,2005,3,0
Tilly-,2006,4,0
Tilly-ann,2004,3,0
Tilly-ann,2005,4,0
Tilly-ann,2006,3,0
Tilly-ann,2008,5,0
Tilly-ann,2010,4,0
Tilly-ann,2011,6,0
Tilly-ann,2012,5,0
Tilly-anne,2010,4,0
Tilly-anne,2012,3,0
Tilly-grace,2008,3,0
Tilly-jo,2012,4,0
Tilly-leigh,2010,3,0
Tilly-lou,2010,3,0
Tilly-louise,2003,3,0
Tilly-mae,2002,4,0
Tilly-mae,2004,9,0
Tilly-mae,2005,8,0
Tilly-mae,2006,11,0
Tilly-mae,2007,10,0
Tilly-mae,2008,11,0
Tilly-mae,2009,20,0
Tilly-mae,2010,19,0
Tilly-mae,2011,19,0
Tilly-mae,2012,27,0
Tilly-mai,2006,5,0
Tilly-mai,2008,6,0
Tilly-mai,2009,8,0
Tilly-mai,2010,7,0
Tilly-mai,2011,4,0
Tilly-mai,2012,8,0
Tilly-marie,2007,4,0
Tilly-marie,2008,4,0
Tilly-marie,2009,3,0
Tilly-marie,2010,8,0
Tilly-may,2003,4,0
Tilly-may,2004,7,0
Tilly-may,2005,7,0
Tilly-may,2006,8,0
Tilly-may,2007,5,0
Tilly-may,2008,7,0
Tilly-may,2009,16,0
Tilly-may,2010,17,0
Tilly-may,2011,15,0
Tilly-may,2012,18,0
Tilly-rae,2008,3,0
Tilly-rae,2010,4,0
Tilly-rae,2012,3,0
Tilly-rose,2002,4,0
Tilly-rose,2005,4,0
Tilly-rose,2006,5,0
Tilly-rose,2007,3,0
Tilly-rose,2008,5,0
Tilly-rose,2009,16,0
Tilly-rose,2010,16,0
Tilly-rose,2011,16,0
Tilly-rose,2012,17,0
Tillymae,2012,3,0
Tillyrose,2012,3,0
Tilman,2009,0,1
Tim,1996,0,28
Tim,1997,0,25
Tim,1998,0,18
Tim,1999,0,26
Tim,2000,0,27
Tim,2001,0,24
Tim,2002,0,20
Tim,2003,0,21
Tim,2004,0,13
Tim,2005,0,20
Tim,2006,0,16
Tim,2007,0,22
Tim,2008,0,12
Tim,2009,0,18
Tim,2010,0,9
Tim,2011,0,16
Tim,2012,0,19
Timara,1996,6,0
Timas,2009,0,4
Timas,2010,0,4
Timas,2011,0,4
Timas,2012,0,11
Timea,2007,5,0
Timea,2008,7,0
Timea,2009,9,0
Timea,2010,6,0
Timea,2011,4,0
Timea,2012,7,0
Timera,1998,3,0
Timilehin,2008,0,4
Timilehin,2011,0,3
Timilehin,2012,0,4
Timileyin,2007,0,3
Timileyin,2010,0,7
Timmy,1996,0,6
Timmy,1998,0,3
Timmy,1999,0,3
Timmy,2001,0,4
Timmy,2003,0,6
Timmy,2004,0,3
Timmy,2006,0,5
Timmy,2007,0,6
Timmy,2008,0,7
Timmy,2009,0,5
Timmy,2010,0,4
Timmy,2011,0,5
Timmy,2012,0,12
Timo,1999,0,3
Timo,2002,0,3
Timo,2003,0,3
Timo,2004,0,5
Timo,2005,0,7
Timo,2006,0,7
Timo,2007,0,6
Timo,2008,0,9
Timo,2009,0,6
Timo,2010,0,9
Timo,2011,0,9
Timo,2012,0,7
Timofey,2007,0,3
Timofey,2011,0,4
Timofey,2012,0,5
Timon,1996,0,4
Timon,1998,0,7
Timon,1999,0,5
Timon,2004,0,3
Timon,2005,0,6
Timon,2006,0,4
Timon,2007,0,5
Timon,2008,0,5
Timon,2009,0,1
Timon,2011,0,3
Timon,2012,0,3
Timoor,2011,0,1
Timotei,2009,0,6
Timotei,2010,0,3
Timotei,2011,0,6
Timotej,2008,0,3
Timothe,2010,0,1
Timothee,2005,0,3
Timothee,2007,0,4
Timothee,2009,0,4
Timothee,2010,0,7
Timothee,2011,0,6
Timothee,2012,0,3
Timothy,1996,0,691
Timothy,1997,0,586
Timothy,1998,0,498
Timothy,1999,0,434
Timothy,2000,0,366
Timothy,2001,0,311
Timothy,2002,0,264
Timothy,2003,0,208
Timothy,2004,0,185
Timothy,2005,0,207
Timothy,2006,0,191
Timothy,2007,0,189
Timothy,2008,0,166
Timothy,2009,0,172
Timothy,2010,0,162
Timothy,2011,0,170
Timothy,2012,0,178
Timucin,2003,0,4
Timucin,2008,0,3
Timur,1996,0,3
Timur,1997,0,8
Timur,1998,0,5
Timur,1999,0,7
Timur,2000,0,9
Timur,2001,0,3
Timur,2002,0,4
Timur,2003,0,8
Timur,2004,0,11
Timur,2005,0,10
Timur,2006,0,8
Timur,2007,0,9
Timur,2008,0,11
Timur,2009,0,14
Timur,2010,0,18
Timur,2011,0,23
Timur,2012,0,36
Timurs,2011,0,1
Timurs,2012,0,5
Tin,2000,0,3
Tin,2007,0,3
Tin,2008,0,3
Tin,2010,0,1
Tin,2012,0,4
Tina,1996,45,0
Tina,1997,45,0
Tina,1998,34,0
Tina,1999,26,0
Tina,2000,34,0
Tina,2001,26,0
Tina,2002,40,0
Tina,2003,26,0
Tina,2004,34,0
Tina,2005,28,0
Tina,2006,31,0
Tina,2007,27,0
Tina,2008,35,0
Tina,2009,33,0
Tina,2010,34,0
Tina,2011,29,0
Tina,2012,28,0
Tina-marie,2005,3,0
Tinara,2012,3,0
Tinashe,1996,0,4
Tinashe,1997,3,0
Tinashe,2000,0,4
Tinashe,2001,3,5
Tinashe,2002,0,12
Tinashe,2003,5,13
Tinashe,2004,9,8
Tinashe,2005,3,17
Tinashe,2006,5,17
Tinashe,2007,3,13
Tinashe,2008,4,12
Tinashe,2009,3,15
Tinashe,2010,0,12
Tinashe,2011,5,14
Tinashe,2012,6,11
Tinaya,2010,4,0
Tinaye,2006,0,4
Tinaye,2007,0,3
Tinaye,2008,0,3
Tinaye,2009,0,5
Tinaye,2010,0,3
Tinaye,2011,0,4
Tinaye,2012,0,6
Tinesha,1999,4,0
Tinesha,2005,3,0
Tineyi,2009,0,1
Ting,2004,3,3
Ting,2005,4,0
Ting,2007,4,0
Ting,2008,3,0
Ting,2010,0,1
Ting,2011,4,0
Ting,2012,0,3
Tingrui,2012,0,1
Tinika,1997,3,0
Tinisha,1996,4,0
Tinisha,1999,6,0
Tinisha,2001,5,0
Tinisha,2002,4,0
Tinisha,2003,4,0
Tinisha,2004,3,0
Tinisha,2005,3,0
Tinisha,2007,5,0
Tinisha,2008,3,0
Tinisha,2009,4,0
Tinisha,2012,3,0
Tino,1998,0,4
Tino,2002,0,3
Tino,2003,0,3
Tino,2004,0,3
Tino,2005,0,7
Tino,2006,0,4
Tino,2009,0,5
Tino,2011,0,5
Tinotenda,2002,5,6
Tinotenda,2003,3,7
Tinotenda,2004,7,8
Tinotenda,2005,9,9
Tinotenda,2006,7,12
Tinotenda,2007,4,6
Tinotenda,2008,4,8
Tinotenda,2009,0,8
Tinotenda,2010,6,8
Tinotenda,2011,0,4
Tinotenda,2012,4,7
Tio,2003,0,3
Tio,2004,0,3
Tio,2008,0,3
Tio,2009,0,4
Tio,2010,0,4
Tio,2011,0,3
Tioluwani,2000,3,0
Tioluwani,2004,0,3
Tioluwani,2006,4,0
Tioluwani,2010,3,0
Tioluwanimi,2007,0,3
Tion,1997,0,3
Tion,2000,0,4
Tion,2005,0,5
Tion,2007,0,4
Tion,2008,0,5
Tion,2009,0,4
Tion,2010,0,3
Tiona,2001,3,0
Tiona,2003,5,0
Tiona,2006,3,0
Tiona,2007,5,0
Tiona,2008,4,0
Tiona,2012,3,0
Tione,2000,3,0
Tioni,2008,3,0
Tionne,1996,4,0
Tionne,1998,5,0
Tionne,1999,4,0
Tionne,2000,9,0
Tionne,2001,10,0
Tionne,2002,3,0
Tionne,2003,3,0
Tionne,2004,3,0
Tionne,2005,3,0
Tioram,2009,0,1
Tippi,2001,3,0
Tippi,2002,3,0
Tippi,2003,3,0
Tippi,2008,4,0
Tippi,2010,4,0
Tippi,2011,5,0
Tippi,2012,3,0
Tira,1999,4,0
Tira,2001,3,0
Tira,2002,3,0
Tira,2005,4,0
Tira,2006,3,0
Tira,2008,3,0
Tira,2009,3,0
Tiran,2005,0,3
Tiras,2008,0,3
Tirath,1999,0,3
Tirath,2010,0,3
Tiree,1999,0,3
Tiree,2001,3,0
Tiree,2005,3,0
Tiree,2011,0,1
Tirenioluwa,2004,3,0
Tirenioluwa,2007,3,0
Tirenioluwa,2012,3,0
Tirian,1996,3,0
Tirion,1996,12,0
Tirion,1997,9,0
Tirion,1998,9,0
Tirion,1999,5,0
Tirion,2000,9,0
Tirion,2001,14,0
Tirion,2002,4,0
Tirion,2003,16,0
Tirion,2004,4,0
Tirion,2005,7,0
Tirion,2006,4,0
Tirion,2007,14,0
Tirion,2008,9,0
Tirion,2009,10,0
Tirion,2010,4,0
Tirion,2011,9,0
Tirion,2012,9,3
Tirth,2010,0,5
Tirth,2011,0,6
Tirth,2012,0,4
Tirzah,1999,3,0
Tirzah,2006,4,0
Tirzah,2008,6,0
Tirzah,2009,4,0
Tirzah,2010,4,0
Tisa,2007,3,0
Tisha,1996,4,0
Tisha,1997,3,0
Tisha,2002,3,0
Tisha,2003,4,0
Tisha,2004,4,0
Tisha,2005,10,0
Tisha,2006,13,0
Tisha,2007,4,0
Tisha,2008,5,0
Tisha,2009,5,0
Tisha,2010,6,0
Tisha,2012,5,0
Tishaan,2011,0,3
Tishan,2009,0,6
Tishana,2003,3,0
Tishana,2011,3,0
Tishaun,2003,0,3
Tisya,2012,3,0
Titas,2006,0,9
Titas,2007,0,15
Titas,2008,0,8
Titas,2009,0,6
Titas,2010,0,7
Titas,2011,0,10
Titas,2012,0,7
Titilayo,1998,3,0
Titilayo,1999,4,0
Titilayo,2005,5,0
Titilayo,2006,4,0
Titilayo,2008,3,0
Titilayo,2009,5,0
Titilayo,2010,6,0
Titilope,1996,3,0
Titilope,2007,3,0
Tito,2002,0,4
Tito,2006,0,3
Tito,2010,0,1
Titobiloluwa,2009,3,0
Titobiloluwa,2011,0,3
Titobioluwa,2005,0,3
Titus,1996,0,3
Titus,1997,0,4
Titus,1998,0,8
Titus,1999,0,7
Titus,2000,0,5
Titus,2001,0,8
Titus,2002,0,4
Titus,2003,0,8
Titus,2004,0,7
Titus,2005,0,11
Titus,2006,0,4
Titus,2007,0,12
Titus,2008,0,6
Titus,2009,0,6
Titus,2010,0,6
Titus,2011,0,7
Titus,2012,0,18
Tivon,2010,0,1
Tivon,2012,0,3
Tiwalade,2008,3,0
Tiya,1997,3,0
Tiya,1998,4,0
Tiya,1999,3,0
Tiya,2000,5,0
Tiya,2001,7,0
Tiya,2002,10,0
Tiya,2003,8,0
Tiya,2004,26,0
Tiya,2005,18,0
Tiya,2006,14,0
Tiya,2007,20,0
Tiya,2008,29,0
Tiya,2009,9,0
Tiya,2010,23,0
Tiya,2011,17,0
Tiya,2012,15,0
Tiyah,2005,4,0
Tiyah,2006,3,0
Tiyana,1996,5,0
Tiyana,1997,3,0
Tiyana,1998,4,0
Tiyana,1999,7,0
Tiyana,2000,7,0
Tiyana,2001,5,0
Tiyana,2002,5,0
Tiyana,2003,7,0
Tiyana,2004,3,0
Tiyana,2005,3,0
Tiyana,2006,10,0
Tiyana,2007,8,0
Tiyana,2008,14,0
Tiyana,2009,6,0
Tiyana,2010,10,0
Tiyana,2011,5,0
Tiyana,2012,5,0
Tiyanah,2003,3,0
Tiyanna,1997,4,0
Tiyanna,2001,3,0
Tiyanna,2002,3,0
Tiyanna,2008,6,0
Tiyanna,2009,5,0
Tiyanna,2011,5,0
Tiyara,2008,3,0
Tiyler,2011,0,1
Tiyler-jay,2011,0,1
Tiylor,2010,0,1
Tiziano,2007,0,3
Tj,1999,0,3
Tj,2001,0,5
Tj,2002,0,6
Tj,2003,0,8
Tj,2004,0,15
Tj,2005,0,15
Tj,2006,0,23
Tj,2007,0,14
Tj,2008,0,23
Tj,2009,0,17
Tj,2010,0,17
Tj,2011,0,17
Tj,2012,0,15
Tjae,2012,0,1
Tjay,1998,0,3
Tjay,2001,0,5
Tjay,2002,0,4
Tjay,2004,0,9
Tjay,2005,0,6
Tjay,2006,0,10
Tjay,2007,0,9
Tjay,2008,0,12
Tjay,2009,0,10
Tjay,2010,0,9
Tjay,2011,0,3
Tjay,2012,0,3
Tk,2011,0,1
Tna,1997,6,0
Toba,2005,3,0
Toba,2011,3,0
Toba,2012,4,0
Tobbi,2011,0,1
Tobe,2006,0,3
Tobechi,2005,0,6
Tobechi,2006,0,3
Tobechi,2009,0,3
Tobechukwu,1997,0,4
Tobechukwu,2002,0,3
Tobechukwu,2005,0,5
Tobechukwu,2009,0,1
Tobechukwu,2010,0,6
Tobechukwu,2012,0,6
Tobenna,2003,0,3
Tobenna,2004,0,4
Tobenna,2006,0,4
Tobenna,2007,0,3
Tobenna,2008,0,8
Tobenna,2009,0,6
Tobenna,2010,0,7
Tobenna,2011,3,6
Tobenna,2012,0,6
Tobey,2001,0,10
Tobey,2002,0,22
Tobey,2003,0,26
Tobey,2004,0,40
Tobey,2005,0,24
Tobey,2006,0,29
Tobey,2007,0,28
Tobey,2008,0,34
Tobey,2009,0,30
Tobey,2010,0,19
Tobey,2011,0,16
Tobey,2012,0,12
Tobi,1996,0,15
Tobi,1997,0,15
Tobi,1998,0,5
Tobi,1999,0,4
Tobi,2000,0,6
Tobi,2001,0,9
Tobi,2002,3,10
Tobi,2003,3,13
Tobi,2004,0,7
